hid,wp,age,gender,marital_status,employment,driving_licence,age_discrete,htype,hsize,nbcars,nbcars_agg,role
100685,0.735439633743885,73,2,2,4,2,6,30,2,1,1,2
100700,1.26519399396643,20,1,1,1,1,3,220,4,0,0,1
100706,1.22754518763952,42,2,1,1,1,4,10,1,1,1,1
100721,1.18640245681753,54,1,2,1,1,5,220,4,3,3,1
100729,0.82566530556462,76,2,2,4,2,6,210,2,1,1,2
100730,1.33352462027745,11,1,1,5,2,1,220,4,2,2,4
100731,0.377106101465714,49,1,2,1,1,5,220,4,2,2,1
100745,0.873727263888982,40,1,2,1,1,4,220,4,1,1,1
100748,2.84522671772432,43,2,1,2,1,4,10,1,0,0,1
100753,1.57891108064474,51,1,2,1,1,5,220,5,2,2,1
100758,0.409363691107441,9,2,1,5,2,1,220,4,1,1,3
100760,0.47911250188546,6,2,1,5,2,1,220,4,1,1,3
100768,2.23762385683667,37,2,2,2,1,4,210,2,2,2,2
100769,0.295452620886183,36,2,2,2,1,4,220,4,2,2,2
100772,0.409363691107441,12,2,1,5,2,1,220,4,1,1,4
100780,0.357623976636293,9,2,1,5,2,1,220,5,2,2,4
100780,0.357623976636293,9,2,1,5,2,1,220,5,2,2,5
100782,0.706268191893051,92,2,3,4,2,6,10,1,0,0,1
100784,0.607241228268607,6,1,1,5,2,1,220,4,2,2,3
100806,0.737494748468979,21,2,1,1,1,3,220,4,2,2,3
100808,0.45530929332594,54,1,1,1,1,5,210,2,2,2,1
100809,1.73180446992325,21,2,1,3,1,3,230,3,0,0,3
100823,2.47587469644203,43,2,2,1,1,4,30,5,2,2,2
100853,0.60353610374859,34,2,2,1,1,4,220,5,1,1,2
100855,4.45217156245983,39,1,2,2,1,4,220,5,1,1,1
100865,0.607680824325345,6,1,1,5,2,1,220,5,2,2,3
100866,1.29141660576217,46,2,2,1,1,5,210,2,1,1,2
100872,0.640508906459534,14,1,1,5,2,1,220,4,0,0,3
100876,0.244208068523989,42,2,2,1,1,4,220,5,1,1,1
100892,0.518676357221486,23,2,1,1,1,3,220,4,1,1,3
100908,0.467632019598558,46,1,2,1,1,5,220,4,1,1,2
100911,1.22043804998134,65,2,3,4,1,6,230,2,2,2,1
100912,0.335721850447646,70,1,2,4,1,6,210,2,1,1,1
100918,0.294207447204722,21,2,1,3,2,3,220,5,1,1,4
100922,0.513247250986611,12,1,1,5,2,1,220,4,2,2,3
100930,0.39386394847824,47,1,2,1,1,5,220,4,2,2,2
100935,0.848747124884839,59,2,2,1,1,5,220,4,2,2,2
100936,0.39386394847824,58,1,2,2,1,5,220,4,2,2,1
100946,0.558052947194517,8,1,1,5,2,1,220,4,2,2,4
100947,1.27013779315355,83,1,2,4,1,6,210,2,2,2,1
100948,0.347144315174916,62,1,2,1,1,5,210,2,0,0,1
100950,0.286877377970327,49,1,1,1,1,5,220,3,2,2,1
100951,1.62010645525844,41,1,1,1,1,4,220,3,1,1,2
100958,1.28729079447174,19,1,1,1,2,3,220,5,2,2,5
100961,0.416118188942275,63,1,4,1,1,5,210,2,3,3,1
100968,1.72222144986854,21,2,1,1,1,3,220,5,3,3,3
100973,0.435937527460795,47,2,2,1,1,5,220,3,2,2,2
100981,1.80359285221697,40,2,2,2,1,4,220,4,1,1,1
100983,0.509160073781379,45,2,2,1,1,5,220,3,2,2,2
100993,0.934624564488452,43,2,2,2,2,4,210,2,1,1,2
100996,0.854283382637328,55,1,2,1,2,5,210,2,1,1,1
101000,0.262806102216225,49,1,2,1,1,5,220,4,2,2,2
101006,1.53397578929594,37,2,2,1,1,4,220,4,2,2,1
101008,0.531571136574926,70,1,2,4,2,6,210,2,0,0,1
101012,0.790539875412718,43,2,2,1,1,4,220,4,1,1,2
101025,1.64629719486543,80,2,2,4,2,6,210,2,1,1,1
101031,0.510982269886752,61,1,2,4,1,5,210,2,2,2,1
101032,1.62994476714339,78,1,2,1,1,6,210,2,1,1,1
101043,1.08797858718682,12,1,1,5,2,1,220,6,2,2,6
101046,1.01767579440673,14,1,1,5,2,1,220,5,3,3,3
101054,1.42855192103371,28,1,1,1,1,4,210,2,0,0,1
101078,0.805071840325572,80,1,2,4,1,6,210,2,1,1,1
101082,0.231044582677282,56,2,2,2,1,5,210,2,1,1,2
101094,0.427286868921614,36,1,2,1,1,4,220,4,2,2,1
101102,1.43665465178283,33,1,1,1,1,4,10,1,1,1,1
101106,1.45275768488316,85,2,2,4,2,6,210,2,1,1,1
101119,0.84098464949441,45,2,2,1,1,5,220,3,3,3,2
101131,0.196063334551413,51,1,2,1,1,5,220,4,2,2,1
101133,1.45920120127569,39,2,2,1,1,4,220,4,2,2,2
101136,1.740757257058,72,2,3,4,2,6,10,1,0,0,1
101139,1.33836441097596,44,2,2,1,2,5,220,4,1,1,2
101142,1.05274013934971,46,1,2,1,1,5,220,4,2,2,1
101148,0.389980622196545,45,1,2,1,1,5,220,4,1,1,1
101157,0.516316482447014,65,1,2,4,1,6,210,2,1,1,1
101160,0.445806962096272,60,2,2,1,1,5,210,2,1,1,1
101169,0.310464034552006,78,1,4,4,1,6,210,2,1,1,1
101176,3.35236029167034,24,1,1,1,2,4,210,2,0,0,2
101179,0.625027559466852,7,2,1,5,2,1,220,4,2,2,3
101188,0.353208909254103,15,2,1,1,2,2,230,3,1,1,2
101194,1.35359916838377,59,1,2,1,1,5,210,2,1,1,1
101196,0.430307277145712,54,2,2,1,1,5,220,3,2,2,1
101199,0.405623612799474,9,1,1,5,2,1,220,4,2,2,4
101207,0.984498359650462,42,1,2,1,1,4,220,4,1,1,1
101215,0.637354660196883,55,1,2,1,1,5,220,3,3,3,1
101226,1.04139496095304,50,1,1,1,2,5,10,1,0,0,1
101233,0.961145751815221,81,2,3,4,2,6,10,1,0,0,1
101241,0.633116769736329,15,1,1,2,2,2,30,2,0,0,2
101244,0.428507953938262,51,1,2,1,1,5,220,4,2,2,2
101247,1.02438487141311,22,2,2,3,1,3,210,2,0,0,2
101261,0.414756190766183,34,2,2,1,1,4,220,4,2,2,2
101264,0.661046407492315,40,2,2,1,1,4,220,5,2,2,2
101267,0.710399938487063,62,2,2,4,1,5,210,2,2,2,2
101291,0.747232797222154,40,1,2,1,1,4,210,2,2,2,1
101299,0.335308978743636,71,1,2,4,1,6,210,2,1,1,1
101307,0.768068227377824,63,1,4,4,1,5,10,1,1,1,1
101313,0.448759618447141,72,2,3,4,1,6,10,1,2,2,1
101316,0.519272780864268,10,2,1,5,2,1,220,3,2,2,3
101318,0.289550271303542,73,1,3,4,1,6,10,1,1,1,1
101319,0.607774642830608,19,2,1,3,1,3,220,4,1,1,4
101321,0.310202224447196,18,2,1,1,2,3,220,4,2,2,3
101326,2.58119664984307,57,2,4,1,1,5,230,3,0,0,1
101331,0.670568633583316,13,1,1,5,2,1,220,4,1,1,4
101339,0.663477607852765,25,1,1,1,1,4,220,3,1,1,3
101341,1.27713163180183,49,2,2,3,1,5,220,4,2,2,2
101350,0.933714278782405,33,2,2,1,1,4,210,2,1,1,2
101352,0.971293451476512,18,1,1,1,1,3,220,4,2,2,3
101356,0.613352583736469,60,1,2,1,1,5,30,5,2,2,1
101364,0.862130202627193,40,2,1,2,2,4,10,1,0,0,1
101366,2.34796536255699,39,2,2,1,2,4,220,3,1,1,2
101385,0.617211160435346,35,2,2,1,1,4,220,4,1,1,2
101392,0.531824596520796,24,2,1,3,1,4,220,5,1,1,3
101398,0.866868690456276,35,1,2,1,1,4,210,2,1,1,1
101403,0.502566995770964,60,2,2,1,1,5,220,3,3,3,1
101413,1.78825049060779,81,2,3,4,2,6,210,2,1,1,1
101414,1.65129274729908,24,1,1,1,1,4,210,2,2,2,1
101421,0.446540865853005,63,2,1,1,1,5,10,1,1,1,1
101423,0.854144659063088,9,1,1,5,2,1,30,5,1,1,4
101423,0.854144659063088,9,1,1,5,2,1,30,5,1,1,5
101431,0.445889581206465,7,2,1,5,2,1,220,4,2,2,4
101437,1.12213595621767,78,1,4,1,1,6,210,2,0,0,1
101439,3.04760813480212,33,1,1,1,1,4,210,2,1,1,1
101442,0.692419747636826,40,1,2,1,1,4,220,4,2,2,1
101443,0.797170423271516,73,1,1,1,1,6,10,1,1,1,1
101449,1.49920212146294,13,2,1,5,2,1,220,6,2,2,4
101453,3.06107768454091,29,2,1,3,1,4,230,2,0,0,2
101457,0.450078399133032,37,1,2,1,1,4,220,4,1,1,1
101470,1.21863224173284,19,2,1,3,2,3,220,5,2,2,3
101471,0.488967228232697,71,1,2,4,1,6,210,2,1,1,1
101474,2.30667214602132,18,2,1,1,2,3,230,3,0,0,2
101479,1.76040001603518,33,2,4,1,1,4,230,3,1,1,1
101485,0.466773886980401,65,2,3,4,1,6,10,1,1,1,1
101487,0.974374433656497,64,1,2,2,1,5,220,3,1,1,1
101496,0.359888045998259,56,1,2,1,1,5,220,3,3,3,1
101500,0.55081976982169,67,2,2,1,1,6,210,2,1,1,2
101504,1.4695144090664,38,1,1,1,1,4,210,2,1,1,1
101505,0.881138775064676,35,1,2,1,1,4,220,4,1,1,1
101506,1.15452180547018,39,2,1,1,2,4,210,2,0,0,2
101509,1.28008177589709,59,2,2,1,1,5,210,2,1,1,2
101516,0.519105595305051,66,1,4,4,1,6,10,1,0,0,1
101532,0.338211807329471,64,1,2,1,1,5,220,3,1,1,1
101533,0.930206709700366,71,1,2,4,1,6,210,2,2,2,1
101538,0.772863146237009,14,2,1,5,2,1,230,2,1,1,2
101553,0.526784909466997,45,1,2,1,1,5,220,5,1,1,1
101554,0.39398900897757,21,1,1,1,1,3,220,3,5,5,3
101558,0.257230401376535,14,1,1,5,2,1,220,5,0,0,4
101571,1.22067230221768,24,1,1,1,1,4,220,5,3,3,4
101575,0.853039626345636,72,2,3,1,1,6,30,2,1,1,1
101578,2.29202516191401,41,1,1,1,1,4,210,2,1,1,1
101581,1.41557195982975,28,1,1,1,1,4,230,2,2,2,2
101584,0.600165345476196,48,1,2,1,1,5,220,5,3,3,2
101586,0.560486060221208,76,2,2,4,1,6,210,2,1,1,2
101593,0.4744547329519,76,2,2,1,1,6,210,2,2,2,2
101601,1.90069694528861,25,1,1,1,1,4,10,1,0,0,1
101602,1.2252003166325,74,2,3,4,1,6,10,1,1,1,1
101605,0.720363027240023,26,2,1,1,1,4,220,4,2,2,4
101614,0.826991866604187,73,1,2,4,1,6,210,2,1,1,1
101615,0.954319799324687,34,2,1,1,1,4,30,4,1,1,1
101624,0.813879290872932,11,1,1,5,2,1,220,3,2,2,3
101626,1.44739819331027,76,2,4,1,1,6,10,1,1,1,1
101627,0.438385599207877,77,1,2,4,2,6,210,2,0,0,1
101632,1.08248078542689,67,1,2,4,1,6,210,2,1,1,1
101638,1.16728701729322,43,1,1,1,1,4,30,2,2,2,1
101641,1.12926809099444,66,1,2,4,1,6,210,2,1,1,2
101648,0.66046365182179,89,2,3,4,2,6,10,1,0,0,1
101655,0.281717357898029,50,1,2,1,1,5,220,5,1,1,1
101663,1.09740930601982,33,1,1,1,1,4,220,4,1,1,2
101667,1.4744227301541,44,1,2,1,1,5,220,5,3,3,2
101675,1.14607742507359,40,2,2,1,1,4,220,4,2,2,1
101684,0.56821892142149,61,2,4,1,1,5,10,1,1,1,1
101687,2.09553881723098,43,1,2,1,1,4,220,4,1,1,1
101695,0.769558589896756,48,2,4,1,1,5,10,1,1,1,1
101699,0.290441849864762,61,1,2,1,1,5,210,2,2,2,1
101708,0.338505025284562,50,2,2,1,1,5,210,2,1,1,2
101710,2.07913353821706,75,2,2,4,1,6,210,2,2,2,2
101717,1.1423249997663,21,1,1,1,1,3,220,4,6,5,4
101722,0.622864241897117,40,2,2,1,1,4,220,4,3,3,2
101726,0.284403211125047,69,1,2,4,1,6,210,2,1,1,1
101729,0.344790761182301,33,2,1,1,2,4,220,4,1,1,2
101731,1.91037128251512,13,2,1,5,2,1,220,3,2,2,3
101759,0.59609667282255,74,2,2,4,1,6,210,2,1,1,2
101768,0.707095810835982,31,1,1,1,1,4,210,2,1,1,1
101782,1.03744172754908,57,2,2,1,1,5,220,4,2,2,2
101799,2.11161755237794,52,2,4,1,1,5,230,3,1,1,1
101802,0.475214706296521,7,2,1,5,2,1,220,4,0,0,4
101815,0.912492414105436,56,2,2,2,2,5,220,3,1,1,1
101820,1.05203760581711,60,2,3,2,1,5,10,1,1,1,1
101828,0.778586202296443,55,2,1,1,1,5,30,2,0,0,1
101828,0.778586202296443,55,2,1,1,1,5,30,2,0,0,2
101835,0.61965563768124,56,1,2,1,1,5,210,2,1,1,1
101841,0.694523103645461,86,1,3,4,2,6,10,1,0,0,1
101844,0.485966411999525,54,2,2,1,1,5,210,2,2,2,2
101849,1.85459073807743,33,2,2,1,2,4,220,3,0,0,1
101852,0.896300657520505,85,2,3,4,2,6,230,2,0,0,1
101854,0.464036487777503,9,2,1,5,2,1,220,4,1,1,3
101856,1.44835504034741,55,2,2,2,1,5,210,2,1,1,2
101860,0.229091390355076,76,2,3,4,1,6,10,1,1,1,1
101873,1.45030673851994,6,1,1,5,2,1,220,4,2,2,4
101874,2.38120750758913,52,2,2,1,1,5,220,4,2,2,1
101876,0.588466892977452,40,1,1,1,1,4,10,1,2,2,1
101880,1.12785757318131,22,1,1,3,1,3,220,3,2,2,3
101886,1.31962280817825,68,1,2,4,1,6,210,2,1,1,2
101894,0.477948974237339,50,2,2,2,2,5,210,2,1,1,2
101896,1.68754882054827,81,2,3,4,2,6,10,1,0,0,1
101899,0.377058769604662,50,2,2,2,1,5,220,3,2,2,2
101900,0.521070873324236,15,2,1,3,2,2,220,4,1,1,4
101910,1.01720617837128,58,1,2,1,1,5,210,2,2,2,1
101915,0.696984627252638,41,1,2,1,1,4,220,5,1,1,2
101923,0.965661492520013,54,1,2,1,1,5,220,3,1,1,1
101925,0.585396304521404,45,1,2,1,1,5,210,2,1,1,1
101928,0.440576015295084,13,1,1,5,2,1,220,4,3,3,4
101933,0.735295344976956,55,2,2,2,1,5,220,5,2,2,1
101935,0.197277215985451,45,2,2,2,1,5,220,3,1,1,2
101937,0.997908433048194,44,2,2,1,1,5,210,2,2,2,1
101940,1.17598934153037,52,1,2,1,1,5,220,4,1,1,1
101946,0.926161629880414,84,2,1,4,2,6,10,1,0,0,1
101957,0.68998531647624,81,1,2,4,1,6,210,2,1,1,1
101958,1.73314417747404,63,1,4,2,1,5,10,1,1,1,1
101972,0.646062508227605,45,2,2,1,1,5,220,5,2,2,2
101976,0.359045229122326,12,1,1,5,2,1,220,4,2,2,3
101982,0.212411790602574,68,1,2,4,1,6,10,1,1,1,1
101987,0.648478180350231,82,2,2,4,1,6,210,2,1,1,1
101992,0.935208740029184,9,1,1,5,2,1,220,5,1,1,5
101993,0.688916871636103,23,2,1,3,1,3,220,3,2,2,3
101994,0.498588188087851,37,1,2,1,1,4,220,4,2,2,1
102009,0.199299414377077,8,2,1,5,2,1,220,4,2,2,4
102032,0.378158036162528,9,2,1,5,2,1,230,3,2,2,3
102035,2.38853943077988,43,1,2,1,1,4,220,4,3,3,2
102040,1.53984424684665,38,1,2,1,1,4,220,3,1,1,1
102052,0.487168125248337,15,1,1,3,2,2,220,6,4,4,6
102053,0.964007511856481,16,2,1,3,2,2,220,3,2,2,3
102054,1.89142267835635,47,2,1,1,1,5,220,3,1,1,1
102065,1.37116493841507,66,2,2,4,1,6,210,2,2,2,1
102071,0.581911712026264,12,2,1,5,2,1,220,4,1,1,3
102075,0.601116136364127,68,2,2,4,1,6,210,2,1,1,2
102083,0.843964762915377,68,1,2,1,1,6,10,1,1,1,1
102084,1.95416911137159,43,2,1,1,1,4,210,2,2,2,2
102093,1.72511000767779,57,2,4,1,1,5,10,1,1,1,1
102094,0.481869621006345,46,1,2,1,1,5,220,3,2,2,1
102096,0.387840162513175,58,2,2,1,1,5,210,2,2,2,2
102106,1.82366568541036,36,1,2,1,1,4,220,6,1,1,1
102108,0.39540687272198,50,2,2,1,1,5,220,5,2,2,2
102118,1.34705309713215,50,1,3,1,1,5,230,2,1,1,1
102120,1.38115574152451,49,2,2,1,1,5,220,4,2,2,2
102127,0.436780389429196,44,1,2,1,1,5,220,5,1,1,1
102128,0.925490520729681,11,1,1,5,2,1,220,5,2,2,3
102137,0.549500261679944,69,2,2,4,1,6,210,2,1,1,1
102152,1.31673445204682,23,2,1,1,1,3,220,6,1,1,4
102161,0.772452628637475,70,1,4,4,1,6,10,1,1,1,1
102171,1.27184266150292,38,2,4,1,1,4,220,3,1,1,1
102174,0.834945113724438,41,2,2,1,1,4,220,4,2,2,2
102186,0.554811990619641,70,2,3,4,2,6,10,1,0,0,1
102195,0.759900245709858,38,1,1,1,1,4,220,3,1,1,2
102196,1.33893489178782,69,2,2,4,1,6,210,2,1,1,1
102200,0.573743360610082,58,1,2,1,1,5,210,2,1,1,1
102213,0.753998837774786,44,1,2,1,1,5,10,1,0,0,1
102214,2.71768707850953,36,2,1,1,1,4,10,1,1,1,1
102224,1.12769800423736,65,2,2,1,1,6,220,4,1,1,2
102237,0.885345034447825,31,1,1,1,1,4,230,2,1,1,2
102246,1.0052794727983,69,2,2,4,2,6,210,2,1,1,2
102255,0.256014174201781,75,1,2,4,1,6,210,2,2,2,2
102256,0.628982128482545,16,1,1,3,2,2,220,4,2,2,3
102257,0.724939242212239,10,2,1,5,2,1,220,5,1,1,4
102257,0.724939242212239,10,2,1,5,2,1,220,5,1,1,5
102270,0.508563871706853,10,2,1,5,2,1,230,2,1,1,2
102272,0.439098438416147,72,1,3,4,2,6,10,1,0,0,1
102276,0.694904701580766,14,2,1,5,2,1,220,4,3,3,4
102282,0.595383475921092,56,2,3,2,2,5,10,1,0,0,1
102285,0.28902919685624,31,1,2,1,1,4,220,4,1,1,1
102289,0.365155093363119,75,2,2,4,1,6,210,2,2,2,2
102290,0.539658537753676,30,2,1,1,1,4,210,2,2,2,2
102292,1.28817120533296,12,1,1,5,2,1,220,4,0,0,4
102294,1.13013660916081,31,1,1,1,1,4,10,1,2,2,1
102300,0.98025676718822,19,2,1,1,1,3,220,3,2,2,3
102308,0.885345034447825,44,1,1,1,1,5,210,2,1,1,1
102311,0.574177361718414,28,1,1,1,1,4,10,1,3,3,1
102317,0.740900393253607,50,2,2,2,1,5,220,4,2,2,2
102321,0.436842985541615,69,1,2,4,1,6,210,2,2,2,2
102322,0.829258946845535,37,1,1,1,1,4,10,1,1,1,1
102331,0.701292778276799,26,1,1,1,1,4,10,1,1,1,1
102334,1.36840526029232,18,1,1,1,2,3,220,4,2,2,4
102336,1.22447067596189,14,1,1,5,2,1,220,4,2,2,4
102343,0.2261943167677,39,1,2,1,1,4,220,4,1,1,1
102352,0.381452011563245,48,1,2,1,1,5,210,2,1,1,1
102354,0.466288354117435,23,2,1,1,1,3,220,5,5,5,4
102354,0.466288354117435,23,2,1,1,1,3,220,5,5,5,5
102357,0.515127254790977,42,2,2,1,2,4,10,1,0,0,1
102360,0.606071163473875,56,2,2,1,1,5,210,2,2,2,1
102364,0.519497828024128,77,1,2,4,1,6,210,2,1,1,1
102365,0.409363691107441,8,2,1,5,2,1,220,4,1,1,4
102371,0.432493171902844,46,2,2,1,1,5,220,6,2,2,1
102376,0.512843519581609,7,1,1,5,2,1,220,5,1,1,5
102384,0.281071692023747,43,1,2,1,1,4,220,5,1,1,1
102386,0.881971964392005,38,1,2,1,1,4,220,4,2,2,1
102395,2.03448623346515,43,2,4,2,2,4,230,3,0,0,1
102401,1.19165773705179,88,2,3,4,2,6,10,1,0,0,1
102403,0.448998744078247,12,1,1,5,2,1,220,4,2,2,3
102408,1.34427526161556,22,1,1,2,2,3,220,3,3,3,3
102424,1.49849444398294,24,2,1,1,1,4,10,1,0,0,1
102434,0.367966359895489,13,2,1,5,2,1,230,2,1,1,2
102436,1.71252213817788,60,1,4,1,1,5,210,2,2,2,1
102446,0.970706648316327,21,2,1,2,2,3,220,5,1,1,3
102451,0.311490263314535,49,2,2,2,1,5,220,4,2,2,1
102452,1.66174640744742,34,2,2,1,1,4,220,4,2,2,2
102465,0.338211807329471,51,1,2,1,1,5,220,3,1,1,1
102475,0.602990194636554,11,1,1,5,2,1,220,4,1,1,4
102487,0.309916223855219,67,1,2,1,1,6,210,2,1,1,1
102488,0.579944806241397,34,2,2,1,1,4,220,4,2,2,2
102489,0.441796567285153,38,2,2,1,1,4,220,3,2,2,2
102517,1.62737461303445,85,2,3,4,2,6,10,1,0,0,1
102521,0.801481201370245,47,2,2,1,1,5,220,3,1,1,2
102524,0.875192150172715,60,1,2,1,1,5,210,2,1,1,2
102525,0.436083945533179,51,1,2,1,1,5,210,2,1,1,2
102529,1.49690466096528,53,2,2,1,1,5,220,3,2,2,1
102537,0.620455895421629,53,2,4,1,1,5,210,2,2,2,2
102550,1.4552490833107,8,2,1,5,2,1,220,4,1,1,3
