household_id,person_id,age,m_age,w_age_group,m_age_group,birth_av,births_count,census_count,birth_prob,p_hat_binom,simulated_birth
620963,25,66,77.0,50+,70+,0,0.0,39312.0,0.0,7.081227519456882e-07,False
620966,31,58,61.0,50+,60-69,0,0.0,69048.0,0.0,8.456906156404603e-06,False
100037,45,59,59.0,50+,50-59,0,0.0,117656.0,0.0,9.459577983742915e-06,False
620997,63,54,55.0,50+,50-59,0,0.0,117656.0,0.0,9.459577983742915e-06,False
100068,86,57,52.0,50+,50-59,0,0.0,117656.0,0.0,9.459577983742915e-06,False
100109,121,59,48.0,50+,45-49,0,2.0,15960.0,0.00012531328320802005,1.2485027281949992e-05,False
100185,185,48,57.0,45-49,50-59,0,9.0,63224.0,0.0001423510059471087,0.0002861383323924718,False
100203,199,58,59.0,50+,50-59,0,0.0,117656.0,0.0,9.459577983742915e-06,False
621150,200,58,59.0,50+,50-59,0,0.0,117656.0,0.0,9.459577983742915e-06,False
1142097,201,58,59.0,50+,50-59,0,0.0,117656.0,0.0,9.459577983742915e-06,False
100240,231,45,54.0,45-49,50-59,0,9.0,63224.0,0.0001423510059471087,0.0002861383323924718,False
1142134,233,45,54.0,45-49,50-59,0,9.0,63224.0,0.0001423510059471087,0.0002861383323924718,False
1663123,289,47,49.0,45-49,45-49,0,14.0,64120.0,0.0002183406113537118,0.0003776203116035154,False
621357,352,71,71.0,50+,70+,0,0.0,39312.0,0.0,7.081227519456882e-07,False
100442,392,53,54.0,50+,50-59,0,0.0,117656.0,0.0,9.459577983742915e-06,False
621389,393,53,54.0,50+,50-59,0,0.0,117656.0,0.0,9.459577983742915e-06,False
1142336,394,53,54.0,50+,50-59,0,0.0,117656.0,0.0,9.459577983742915e-06,False
621400,423,50,56.0,50+,50-59,0,0.0,117656.0,0.0,9.459577983742915e-06,False
100504,458,58,64.0,50+,60-69,0,0.0,69048.0,0.0,8.456906156404603e-06,False
621451,459,58,64.0,50+,60-69,0,0.0,69048.0,0.0,8.456906156404603e-06,False
621487,498,61,63.0,50+,60-69,0,0.0,69048.0,0.0,8.456906156404603e-06,False
100616,551,55,63.0,50+,60-69,0,0.0,69048.0,0.0,8.456906156404603e-06,False
1142510,553,55,63.0,50+,60-69,0,0.0,69048.0,0.0,8.456906156404603e-06,False
100632,571,76,74.0,50+,70+,0,0.0,39312.0,0.0,7.081227519456882e-07,False
100642,586,52,52.0,50+,50-59,0,0.0,117656.0,0.0,9.459577983742915e-06,False
621611,611,57,68.0,50+,60-69,0,0.0,69048.0,0.0,8.456906156404603e-06,False
100695,632,62,71.0,50+,70+,0,0.0,39312.0,0.0,7.081227519456882e-07,False
100735,649,54,60.0,50+,60-69,0,0.0,69048.0,0.0,8.456906156404603e-06,False
100822,698,71,77.0,50+,70+,0,0.0,39312.0,0.0,7.081227519456882e-07,False
621769,699,71,77.0,50+,70+,0,0.0,39312.0,0.0,7.081227519456882e-07,False
621859,780,45,64.0,45-49,60-69,0,1.0,5712.0,0.00017507002801120448,0.00025581648544144216,False
101036,848,50,56.0,50+,50-59,0,0.0,117656.0,0.0,9.459577983742915e-06,False
621983,849,50,56.0,50+,50-59,0,0.0,117656.0,0.0,9.459577983742915e-06,False
101192,921,63,64.0,50+,60-69,0,0.0,69048.0,0.0,8.456906156404603e-06,False
101241,943,60,67.0,50+,60-69,0,0.0,69048.0,0.0,8.456906156404603e-06,False
101305,970,52,54.0,50+,50-59,0,0.0,117656.0,0.0,9.459577983742915e-06,False
622265,986,58,62.0,50+,60-69,0,0.0,69048.0,0.0,8.456906156404603e-06,False
101322,994,56,54.0,50+,50-59,0,0.0,117656.0,0.0,9.459577983742915e-06,False
