household_id,person_id,age,m_age,w_age_group,m_age_group,birth_av,births_count,census_count,birth_prob,p_hat_binom,simulated_birth
620963,25,67,78.0,50+,70+,0,0.0,39312.0,0.0,7.081227519456882e-07,False
620966,31,59,62.0,50+,60-69,0,0.0,69048.0,0.0,8.456906156404603e-06,False
100037,45,60,60.0,50+,60-69,0,0.0,69048.0,0.0,8.456906156404603e-06,False
620997,63,55,56.0,50+,50-59,0,0.0,117656.0,0.0,9.459577983742915e-06,False
100068,86,58,53.0,50+,50-59,0,0.0,117656.0,0.0,9.459577983742915e-06,False
100109,121,60,49.0,50+,45-49,0,2.0,15960.0,0.00012531328320802005,1.2485027281949992e-05,False
100185,185,49,58.0,45-49,50-59,0,9.0,63224.0,0.0001423510059471087,0.0002861383323924718,False
100203,199,59,60.0,50+,60-69,0,0.0,69048.0,0.0,8.456906156404603e-06,False
621150,200,59,60.0,50+,60-69,0,0.0,69048.0,0.0,8.456906156404603e-06,False
1142097,201,59,60.0,50+,60-69,0,0.0,69048.0,0.0,8.456906156404603e-06,False
100240,231,46,55.0,45-49,50-59,0,9.0,63224.0,0.0001423510059471087,0.0002861383323924718,False
1142134,233,46,55.0,45-49,50-59,0,9.0,63224.0,0.0001423510059471087,0.0002861383323924718,False
1663123,289,48,50.0,45-49,50-59,0,9.0,63224.0,0.0001423510059471087,0.0002861383323924718,False
621357,352,72,72.0,50+,70+,0,0.0,39312.0,0.0,7.081227519456882e-07,False
100442,392,54,55.0,50+,50-59,0,0.0,117656.0,0.0,9.459577983742915e-06,False
621389,393,54,55.0,50+,50-59,0,0.0,117656.0,0.0,9.459577983742915e-06,False
1142336,394,54,55.0,50+,50-59,0,0.0,117656.0,0.0,9.459577983742915e-06,False
621400,423,51,57.0,50+,50-59,0,0.0,117656.0,0.0,9.459577983742915e-06,False
100504,458,59,65.0,50+,60-69,0,0.0,69048.0,0.0,8.456906156404603e-06,False
621451,459,59,65.0,50+,60-69,0,0.0,69048.0,0.0,8.456906156404603e-06,False
621487,498,62,64.0,50+,60-69,0,0.0,69048.0,0.0,8.456906156404603e-06,False
100616,551,56,64.0,50+,60-69,0,0.0,69048.0,0.0,8.456906156404603e-06,False
100632,571,77,75.0,50+,70+,0,0.0,39312.0,0.0,7.081227519456882e-07,False
100642,586,53,53.0,50+,50-59,0,0.0,117656.0,0.0,9.459577983742915e-06,False
621611,611,58,69.0,50+,60-69,0,0.0,69048.0,0.0,8.456906156404603e-06,False
100695,632,63,72.0,50+,70+,0,0.0,39312.0,0.0,7.081227519456882e-07,False
100735,649,55,61.0,50+,60-69,0,0.0,69048.0,0.0,8.456906156404603e-06,False
100822,698,72,78.0,50+,70+,0,0.0,39312.0,0.0,7.081227519456882e-07,False
621769,699,72,78.0,50+,70+,0,0.0,39312.0,0.0,7.081227519456882e-07,False
621859,780,46,65.0,45-49,60-69,0,1.0,5712.0,0.00017507002801120448,0.00025581648544144216,False
621983,849,51,57.0,50+,50-59,0,0.0,117656.0,0.0,9.459577983742915e-06,False
101192,921,64,65.0,50+,60-69,0,0.0,69048.0,0.0,8.456906156404603e-06,False
101241,943,61,68.0,50+,60-69,0,0.0,69048.0,0.0,8.456906156404603e-06,False
101305,970,53,55.0,50+,50-59,0,0.0,117656.0,0.0,9.459577983742915e-06,False
101322,994,57,55.0,50+,50-59,0,0.0,117656.0,0.0,9.459577983742915e-06,False
622269,995,57,55.0,50+,50-59,0,0.0,117656.0,0.0,9.459577983742915e-06,False
101351,1072,57,60.0,50+,60-69,0,0.0,69048.0,0.0,8.456906156404603e-06,False
101356,1093,62,68.0,50+,60-69,0,0.0,69048.0,0.0,8.456906156404603e-06,False
101358,1107,52,54.0,50+,50-59,0,0.0,117656.0,0.0,9.459577983742915e-06,False
