year;age_m;age_w;count
2010;34 ;60 ;0
2010;34 ;61 ;0
2010;34 ;62 ;1
2010;34 ;63 ;0
2010;34 ;64 ;0
2010;34 ;65 ;0
2010;34 ;66 ;0
2010;34 ;67 ;0
2010;34 ;68 ;0
2010;34 ;69 ;0
2010;34 ;70 ;0
2010;34 ;71 ;0
2010;34 ;72 ;0
2010;34 ;73 ;0
2010;34 ;74 ;0
2010;34 ;75 ;0
2010;34 ;76 ;0
2010;34 ;77 ;0
2010;34 ;78 ;0
2010;34 ;79 ;0
2010;34 ;80 ;0
2010;34 ;81 ;0
2010;34 ;82 ;0
2010;34 ;83 ;0
2010;34 ;84 ;0
2010;34 ;85 ;0
2010;34 ;86 ;0
2010;34 ;87 ;0
2010;34 ;88 ;0
2010;34 ;89 ;0
2010;34 ;90 ;0
2010;34 ;91 ;0
2010;34 ;92 ;0
2010;34 ;93 ;0
2010;34 ;94 ;0
2010;34 ;95 ;0
2010;34 ;99 ;0
2010;34 ;100;0
2010;35 ;18 ;0
2010;35 ;19 ;1
2010;35 ;20 ;3
2010;35 ;21 ;4
2010;35 ;22 ;8
2010;35 ;23 ;16
2010;35 ;24 ;34
2010;35 ;25 ;46
2010;35 ;26 ;52
2010;35 ;27 ;86
2010;35 ;28 ;107
2010;35 ;29 ;132
2010;35 ;30 ;174
2010;35 ;31 ;167
2010;35 ;32 ;173
2010;35 ;33 ;173
2010;35 ;34 ;181
2010;35 ;35 ;153
2010;35 ;36 ;98
2010;35 ;37 ;52
2010;35 ;38 ;46
2010;35 ;39 ;34
2010;35 ;40 ;25
2010;35 ;41 ;14
2010;35 ;42 ;14
2010;35 ;43 ;8
2010;35 ;44 ;5
2010;35 ;45 ;5
2010;35 ;46 ;6
2010;35 ;47 ;4
2010;35 ;48 ;2
2010;35 ;49 ;2
2010;35 ;50 ;0
2010;35 ;51 ;1
2010;35 ;52 ;4
2010;35 ;53 ;2
2010;35 ;54 ;1
2010;35 ;55 ;3
2010;35 ;56 ;1
2010;35 ;57 ;0
2010;35 ;58 ;1
2010;35 ;59 ;1
2010;35 ;60 ;0
2010;35 ;61 ;0
2010;35 ;62 ;1
2010;35 ;63 ;1
2010;35 ;64 ;0
2010;35 ;65 ;0
2010;35 ;66 ;0
2010;35 ;67 ;0
2010;35 ;68 ;0
2010;35 ;69 ;0
2010;35 ;70 ;0
2010;35 ;71 ;0
2010;35 ;72 ;0
2010;35 ;73 ;0
2010;35 ;74 ;0
2010;35 ;75 ;0
2010;35 ;76 ;0
2010;35 ;77 ;0
2010;35 ;78 ;0
2010;35 ;79 ;0
2010;35 ;80 ;0
2010;35 ;81 ;0
2010;35 ;82 ;0
2010;35 ;83 ;0
2010;35 ;84 ;0
2010;35 ;85 ;0
2010;35 ;86 ;0
2010;35 ;87 ;0
2010;35 ;88 ;0
2010;35 ;89 ;0
2010;35 ;90 ;0
2010;35 ;91 ;0
2010;35 ;92 ;0
2010;35 ;93 ;0
2010;35 ;94 ;0
2010;35 ;95 ;0
2010;35 ;99 ;0
2010;35 ;100;0
2010;36 ;18 ;1
2010;36 ;19 ;2
2010;36 ;20 ;5
2010;36 ;21 ;9
2010;36 ;22 ;13
2010;36 ;23 ;10
2010;36 ;24 ;23
2010;36 ;25 ;27
2010;36 ;26 ;56
2010;36 ;27 ;60
2010;36 ;28 ;94
2010;36 ;29 ;104
2010;36 ;30 ;134
2010;36 ;31 ;147
2010;36 ;32 ;184
2010;36 ;33 ;180
2010;36 ;34 ;165
2010;36 ;35 ;128
2010;36 ;36 ;119
2010;36 ;37 ;71
2010;36 ;38 ;39
2010;36 ;39 ;37
2010;36 ;40 ;30
2010;36 ;41 ;20
2010;36 ;42 ;12
2010;36 ;43 ;8
2010;36 ;44 ;11
2010;36 ;45 ;5
2010;36 ;46 ;6
2010;36 ;47 ;4
2010;36 ;48 ;4
2010;36 ;49 ;0
2010;36 ;50 ;0
2010;36 ;51 ;2
2010;36 ;52 ;1
2010;36 ;53 ;0
2010;36 ;54 ;1
2010;36 ;55 ;0
2010;36 ;56 ;3
2010;36 ;57 ;0
2010;36 ;58 ;0
2010;36 ;59 ;1
2010;36 ;60 ;0
2010;36 ;61 ;0
2010;36 ;62 ;0
2010;36 ;63 ;0
2010;36 ;64 ;0
2010;36 ;65 ;0
2010;36 ;66 ;0
2010;36 ;67 ;0
2010;36 ;68 ;0
2010;36 ;69 ;0
2010;36 ;70 ;0
2010;36 ;71 ;0
2010;36 ;72 ;0
2010;36 ;73 ;0
2010;36 ;74 ;0
2010;36 ;75 ;0
2010;36 ;76 ;0
2010;36 ;77 ;0
2010;36 ;78 ;0
2010;36 ;79 ;0
2010;36 ;80 ;0
2010;36 ;81 ;0
2010;36 ;82 ;0
2010;36 ;83 ;0
2010;36 ;84 ;0
2010;36 ;85 ;0
2010;36 ;86 ;0
2010;36 ;87 ;0
2010;36 ;88 ;0
2010;36 ;89 ;0
2010;36 ;90 ;0
2010;36 ;91 ;0
2010;36 ;92 ;0
2010;36 ;93 ;0
2010;36 ;94 ;0
2010;36 ;95 ;0
2010;36 ;99 ;0
2010;36 ;100;0
2010;37 ;18 ;1
2010;37 ;19 ;1
2010;37 ;20 ;1
2010;37 ;21 ;6
2010;37 ;22 ;7
2010;37 ;23 ;10
2010;37 ;24 ;20
2010;37 ;25 ;28
2010;37 ;26 ;43
2010;37 ;27 ;46
2010;37 ;28 ;59
2010;37 ;29 ;79
2010;37 ;30 ;108
2010;37 ;31 ;113
2010;37 ;32 ;123
2010;37 ;33 ;125
2010;37 ;34 ;150
2010;37 ;35 ;131
2010;37 ;36 ;126
2010;37 ;37 ;103
2010;37 ;38 ;64
2010;37 ;39 ;41
2010;37 ;40 ;36
2010;37 ;41 ;24
2010;37 ;42 ;12
2010;37 ;43 ;8
2010;37 ;44 ;6
2010;37 ;45 ;13
2010;37 ;46 ;3
2010;37 ;47 ;2
2010;37 ;48 ;6
2010;37 ;49 ;1
2010;37 ;50 ;4
2010;37 ;51 ;2
2010;37 ;52 ;1
2010;37 ;53 ;1
2010;37 ;54 ;0
2010;37 ;55 ;3
2010;37 ;56 ;0
2010;37 ;57 ;1
2010;37 ;58 ;0
2010;37 ;59 ;0
2010;37 ;60 ;0
2010;37 ;61 ;0
2010;37 ;62 ;0
2010;37 ;63 ;0
2010;37 ;64 ;0
2010;37 ;65 ;0
2010;37 ;66 ;0
2010;37 ;67 ;0
2010;37 ;68 ;0
2010;37 ;69 ;0
2010;37 ;70 ;0
2010;37 ;71 ;0
2010;37 ;72 ;0
2010;37 ;73 ;0
2010;37 ;74 ;0
2010;37 ;75 ;0
2010;37 ;76 ;0
2010;37 ;77 ;0
2010;37 ;78 ;0
2010;37 ;79 ;0
2010;37 ;80 ;0
2010;37 ;81 ;0
2010;37 ;82 ;0
2010;37 ;83 ;0
2010;37 ;84 ;0
2010;37 ;85 ;0
2010;37 ;86 ;0
2010;37 ;87 ;0
2010;37 ;88 ;0
2010;37 ;89 ;0
2010;37 ;90 ;0
2010;37 ;91 ;0
2010;37 ;92 ;0
2010;37 ;93 ;0
2010;37 ;94 ;0
2010;37 ;95 ;0
2010;37 ;99 ;0
2010;37 ;100;0
2010;38 ;18 ;0
2010;38 ;19 ;0
2010;38 ;20 ;2
2010;38 ;21 ;6
2010;38 ;22 ;7
2010;38 ;23 ;10
2010;38 ;24 ;13
2010;38 ;25 ;19
2010;38 ;26 ;20
2010;38 ;27 ;43
2010;38 ;28 ;51
2010;38 ;29 ;65
2010;38 ;30 ;95
2010;38 ;31 ;87
2010;38 ;32 ;108
2010;38 ;33 ;118
2010;38 ;34 ;110
2010;38 ;35 ;104
2010;38 ;36 ;108
2010;38 ;37 ;94
2010;38 ;38 ;84
2010;38 ;39 ;63
2010;38 ;40 ;33
2010;38 ;41 ;25
2010;38 ;42 ;14
2010;38 ;43 ;11
2010;38 ;44 ;10
2010;38 ;45 ;5
2010;38 ;46 ;6
2010;38 ;47 ;3
2010;38 ;48 ;8
2010;38 ;49 ;3
2010;38 ;50 ;3
2010;38 ;51 ;1
2010;38 ;52 ;2
2010;38 ;53 ;0
2010;38 ;54 ;0
2010;38 ;55 ;4
2010;38 ;56 ;0
2010;38 ;57 ;1
2010;38 ;58 ;0
2010;38 ;59 ;0
2010;38 ;60 ;0
2010;38 ;61 ;0
2010;38 ;62 ;0
2010;38 ;63 ;0
2010;38 ;64 ;0
2010;38 ;65 ;1
2010;38 ;66 ;0
2010;38 ;67 ;0
2010;38 ;68 ;1
2010;38 ;69 ;0
2010;38 ;70 ;0
2010;38 ;71 ;0
2010;38 ;72 ;0
2010;38 ;73 ;0
2010;38 ;74 ;0
2010;38 ;75 ;0
2010;38 ;76 ;0
2010;38 ;77 ;0
2010;38 ;78 ;0
2010;38 ;79 ;0
2010;38 ;80 ;0
2010;38 ;81 ;0
2010;38 ;82 ;0
2010;38 ;83 ;0
2010;38 ;84 ;0
2010;38 ;85 ;0
2010;38 ;86 ;0
2010;38 ;87 ;0
2010;38 ;88 ;0
2010;38 ;89 ;0
2010;38 ;90 ;0
2010;38 ;91 ;0
2010;38 ;92 ;0
2010;38 ;93 ;0
2010;38 ;94 ;0
2010;38 ;95 ;0
2010;38 ;99 ;0
2010;38 ;100;0
2010;39 ;18 ;0
2010;39 ;19 ;0
2010;39 ;20 ;2
2010;39 ;21 ;5
2010;39 ;22 ;7
2010;39 ;23 ;6
2010;39 ;24 ;18
2010;39 ;25 ;16
2010;39 ;26 ;24
2010;39 ;27 ;31
2010;39 ;28 ;44
2010;39 ;29 ;52
2010;39 ;30 ;75
2010;39 ;31 ;81
2010;39 ;32 ;81
2010;39 ;33 ;87
2010;39 ;34 ;92
2010;39 ;35 ;102
2010;39 ;36 ;116
2010;39 ;37 ;101
2010;39 ;38 ;76
2010;39 ;39 ;55
2010;39 ;40 ;39
2010;39 ;41 ;22
2010;39 ;42 ;22
2010;39 ;43 ;14
2010;39 ;44 ;15
2010;39 ;45 ;9
2010;39 ;46 ;9
2010;39 ;47 ;7
2010;39 ;48 ;2
2010;39 ;49 ;1
2010;39 ;50 ;4
2010;39 ;51 ;2
2010;39 ;52 ;2
2010;39 ;53 ;2
2010;39 ;54 ;3
2010;39 ;55 ;0
2010;39 ;56 ;0
2010;39 ;57 ;2
2010;39 ;58 ;1
2010;39 ;59 ;0
2010;39 ;60 ;0
2010;39 ;61 ;0
2010;39 ;62 ;0
2010;39 ;63 ;0
2010;39 ;64 ;0
2010;39 ;65 ;0
2010;39 ;66 ;0
2010;39 ;67 ;0
2010;39 ;68 ;0
2010;39 ;69 ;0
2010;39 ;70 ;0
2010;39 ;71 ;0
2010;39 ;72 ;0
2010;39 ;73 ;0
2010;39 ;74 ;0
2010;39 ;75 ;0
2010;39 ;76 ;0
2010;39 ;77 ;0
2010;39 ;78 ;0
2010;39 ;79 ;0
2010;39 ;80 ;0
2010;39 ;81 ;0
2010;39 ;82 ;0
2010;39 ;83 ;0
2010;39 ;84 ;0
2010;39 ;85 ;0
2010;39 ;86 ;0
2010;39 ;87 ;0
2010;39 ;88 ;0
2010;39 ;89 ;0
2010;39 ;90 ;0
2010;39 ;91 ;0
2010;39 ;92 ;0
2010;39 ;93 ;0
2010;39 ;94 ;0
2010;39 ;95 ;0
2010;39 ;99 ;0
2010;39 ;100;0
2010;40 ;18 ;1
2010;40 ;19 ;0
2010;40 ;20 ;5
2010;40 ;21 ;5
2010;40 ;22 ;6
2010;40 ;23 ;13
2010;40 ;24 ;13
2010;40 ;25 ;14
2010;40 ;26 ;20
2010;40 ;27 ;28
2010;40 ;28 ;45
2010;40 ;29 ;45
2010;40 ;30 ;61
2010;40 ;31 ;59
2010;40 ;32 ;71
2010;40 ;33 ;72
2010;40 ;34 ;80
2010;40 ;35 ;78
2010;40 ;36 ;65
2010;40 ;37 ;98
2010;40 ;38 ;76
2010;40 ;39 ;66
2010;40 ;40 ;52
2010;40 ;41 ;29
2010;40 ;42 ;32
2010;40 ;43 ;22
2010;40 ;44 ;17
2010;40 ;45 ;13
2010;40 ;46 ;7
2010;40 ;47 ;10
2010;40 ;48 ;8
2010;40 ;49 ;2
2010;40 ;50 ;5
2010;40 ;51 ;2
2010;40 ;52 ;1
2010;40 ;53 ;0
2010;40 ;54 ;1
2010;40 ;55 ;3
2010;40 ;56 ;1
2010;40 ;57 ;0
2010;40 ;58 ;1
2010;40 ;59 ;1
2010;40 ;60 ;0
2010;40 ;61 ;0
2010;40 ;62 ;0
2010;40 ;63 ;0
2010;40 ;64 ;0
2010;40 ;65 ;0
2010;40 ;66 ;0
2010;40 ;67 ;0
2010;40 ;68 ;0
2010;40 ;69 ;0
2010;40 ;70 ;0
2010;40 ;71 ;0
2010;40 ;72 ;0
2010;40 ;73 ;0
2010;40 ;74 ;0
2010;40 ;75 ;0
2010;40 ;76 ;0
2010;40 ;77 ;0
2010;40 ;78 ;0
2010;40 ;79 ;0
2010;40 ;80 ;0
2010;40 ;81 ;1
2010;40 ;82 ;0
2010;40 ;83 ;0
2010;40 ;84 ;0
2010;40 ;85 ;0
2010;40 ;86 ;0
2010;40 ;87 ;0
2010;40 ;88 ;0
2010;40 ;89 ;0
2010;40 ;90 ;0
2010;40 ;91 ;0
2010;40 ;92 ;0
2010;40 ;93 ;0
2010;40 ;94 ;0
2010;40 ;95 ;0
2010;40 ;99 ;0
2010;40 ;100;0
2010;41 ;18 ;0
2010;41 ;19 ;0
2010;41 ;20 ;3
2010;41 ;21 ;1
2010;41 ;22 ;4
2010;41 ;23 ;10
2010;41 ;24 ;9
2010;41 ;25 ;12
2010;41 ;26 ;17
2010;41 ;27 ;25
2010;41 ;28 ;28
2010;41 ;29 ;31
2010;41 ;30 ;44
2010;41 ;31 ;56
2010;41 ;32 ;52
2010;41 ;33 ;70
2010;41 ;34 ;68
2010;41 ;35 ;64
2010;41 ;36 ;78
2010;41 ;37 ;68
2010;41 ;38 ;59
2010;41 ;39 ;62
2010;41 ;40 ;50
2010;41 ;41 ;39
2010;41 ;42 ;29
2010;41 ;43 ;19
2010;41 ;44 ;22
2010;41 ;45 ;13
2010;41 ;46 ;11
2010;41 ;47 ;7
2010;41 ;48 ;11
2010;41 ;49 ;7
2010;41 ;50 ;7
2010;41 ;51 ;4
2010;41 ;52 ;5
2010;41 ;53 ;0
2010;41 ;54 ;2
2010;41 ;55 ;2
2010;41 ;56 ;0
2010;41 ;57 ;3
2010;41 ;58 ;2
2010;41 ;59 ;0
2010;41 ;60 ;1
2010;41 ;61 ;1
2010;41 ;62 ;0
2010;41 ;63 ;0
2010;41 ;64 ;0
2010;41 ;65 ;0
2010;41 ;66 ;0
2010;41 ;67 ;1
2010;41 ;68 ;0
2010;41 ;69 ;0
2010;41 ;70 ;0
2010;41 ;71 ;0
2010;41 ;72 ;0
2010;41 ;73 ;0
2010;41 ;74 ;0
2010;41 ;75 ;0
2010;41 ;76 ;0
2010;41 ;77 ;0
2010;41 ;78 ;0
2010;41 ;79 ;0
2010;41 ;80 ;0
2010;41 ;81 ;0
2010;41 ;82 ;0
2010;41 ;83 ;0
2010;41 ;84 ;0
2010;41 ;85 ;0
2010;41 ;86 ;0
2010;41 ;87 ;0
2010;41 ;88 ;0
2010;41 ;89 ;0
2010;41 ;90 ;0
2010;41 ;91 ;0
2010;41 ;92 ;0
2010;41 ;93 ;0
2010;41 ;94 ;0
2010;41 ;95 ;0
2010;41 ;99 ;0
2010;41 ;100;0
2010;42 ;18 ;0
2010;42 ;19 ;1
2010;42 ;20 ;4
2010;42 ;21 ;1
2010;42 ;22 ;2
2010;42 ;23 ;8
2010;42 ;24 ;11
2010;42 ;25 ;6
2010;42 ;26 ;16
2010;42 ;27 ;18
2010;42 ;28 ;20
2010;42 ;29 ;28
2010;42 ;30 ;30
2010;42 ;31 ;58
2010;42 ;32 ;41
2010;42 ;33 ;43
2010;42 ;34 ;56
2010;42 ;35 ;56
2010;42 ;36 ;54
2010;42 ;37 ;64
2010;42 ;38 ;46
2010;42 ;39 ;58
2010;42 ;40 ;50
2010;42 ;41 ;39
2010;42 ;42 ;41
2010;42 ;43 ;33
2010;42 ;44 ;22
2010;42 ;45 ;15
2010;42 ;46 ;11
2010;42 ;47 ;13
2010;42 ;48 ;7
2010;42 ;49 ;10
2010;42 ;50 ;5
2010;42 ;51 ;8
2010;42 ;52 ;4
2010;42 ;53 ;5
2010;42 ;54 ;0
2010;42 ;55 ;0
2010;42 ;56 ;3
2010;42 ;57 ;0
2010;42 ;58 ;0
2010;42 ;59 ;0
2010;42 ;60 ;0
2010;42 ;61 ;0
2010;42 ;62 ;0
2010;42 ;63 ;0
2010;42 ;64 ;0
2010;42 ;65 ;0
2010;42 ;66 ;0
2010;42 ;67 ;0
2010;42 ;68 ;0
2010;42 ;69 ;0
2010;42 ;70 ;0
2010;42 ;71 ;0
2010;42 ;72 ;0
2010;42 ;73 ;0
2010;42 ;74 ;0
2010;42 ;75 ;0
2010;42 ;76 ;0
2010;42 ;77 ;0
2010;42 ;78 ;1
2010;42 ;79 ;0
2010;42 ;80 ;0
2010;42 ;81 ;0
2010;42 ;82 ;0
2010;42 ;83 ;0
2010;42 ;84 ;0
2010;42 ;85 ;0
2010;42 ;86 ;0
2010;42 ;87 ;0
2010;42 ;88 ;0
2010;42 ;89 ;0
2010;42 ;90 ;0
2010;42 ;91 ;0
2010;42 ;92 ;0
2010;42 ;93 ;0
2010;42 ;94 ;0
2010;42 ;95 ;0
2010;42 ;99 ;0
2010;42 ;100;0
2010;43 ;18 ;0
2010;43 ;19 ;1
2010;43 ;20 ;2
2010;43 ;21 ;0
2010;43 ;22 ;6
2010;43 ;23 ;9
2010;43 ;24 ;7
2010;43 ;25 ;10
2010;43 ;26 ;10
2010;43 ;27 ;14
2010;43 ;28 ;21
2010;43 ;29 ;26
2010;43 ;30 ;33
2010;43 ;31 ;33
2010;43 ;32 ;34
2010;43 ;33 ;34
2010;43 ;34 ;31
2010;43 ;35 ;39
2010;43 ;36 ;46
2010;43 ;37 ;43
2010;43 ;38 ;39
2010;43 ;39 ;54
2010;43 ;40 ;39
2010;43 ;41 ;39
2010;43 ;42 ;24
2010;43 ;43 ;35
2010;43 ;44 ;31
2010;43 ;45 ;27
2010;43 ;46 ;10
2010;43 ;47 ;12
2010;43 ;48 ;10
2010;43 ;49 ;7
2010;43 ;50 ;6
2010;43 ;51 ;5
2010;43 ;52 ;4
2010;43 ;53 ;3
2010;43 ;54 ;2
2010;43 ;55 ;2
2010;43 ;56 ;0
2010;43 ;57 ;0
2010;43 ;58 ;1
2010;43 ;59 ;1
2010;43 ;60 ;0
2010;43 ;61 ;0
2010;43 ;62 ;0
2010;43 ;63 ;0
2010;43 ;64 ;0
2010;43 ;65 ;1
2010;43 ;66 ;0
2010;43 ;67 ;0
2010;43 ;68 ;0
2010;43 ;69 ;0
2010;43 ;70 ;0
2010;43 ;71 ;0
2010;43 ;72 ;0
2010;43 ;73 ;0
2010;43 ;74 ;0
2010;43 ;75 ;0
2010;43 ;76 ;0
2010;43 ;77 ;0
2010;43 ;78 ;0
2010;43 ;79 ;0
2010;43 ;80 ;0
2010;43 ;81 ;0
2010;43 ;82 ;0
2010;43 ;83 ;0
2010;43 ;84 ;0
2010;43 ;85 ;1
2010;43 ;86 ;0
2010;43 ;87 ;0
2010;43 ;88 ;0
2010;43 ;89 ;0
2010;43 ;90 ;0
2010;43 ;91 ;0
2010;43 ;92 ;0
2010;43 ;93 ;0
2010;43 ;94 ;0
2010;43 ;95 ;0
2010;43 ;99 ;0
2010;43 ;100;0
2010;44 ;18 ;0
2010;44 ;19 ;0
2010;44 ;20 ;1
2010;44 ;21 ;2
2010;44 ;22 ;4
2010;44 ;23 ;5
2010;44 ;24 ;5
2010;44 ;25 ;8
2010;44 ;26 ;6
2010;44 ;27 ;17
2010;44 ;28 ;25
2010;44 ;29 ;24
2010;44 ;30 ;21
2010;44 ;31 ;23
2010;44 ;32 ;32
2010;44 ;33 ;29
2010;44 ;34 ;42
2010;44 ;35 ;37
2010;44 ;36 ;28
2010;44 ;37 ;48
2010;44 ;38 ;48
2010;44 ;39 ;53
2010;44 ;40 ;41
2010;44 ;41 ;32
2010;44 ;42 ;47
2010;44 ;43 ;36
2010;44 ;44 ;39
2010;44 ;45 ;23
2010;44 ;46 ;22
2010;44 ;47 ;11
2010;44 ;48 ;13
2010;44 ;49 ;6
2010;44 ;50 ;5
2010;44 ;51 ;7
2010;44 ;52 ;5
2010;44 ;53 ;5
2010;44 ;54 ;3
2010;44 ;55 ;4
2010;44 ;56 ;2
2010;44 ;57 ;0
2010;44 ;58 ;2
2010;44 ;59 ;1
2010;44 ;60 ;0
2010;44 ;61 ;1
2010;44 ;62 ;0
2010;44 ;63 ;1
2010;44 ;64 ;0
2010;44 ;65 ;0
2010;44 ;66 ;0
2010;44 ;67 ;0
2010;44 ;68 ;0
2010;44 ;69 ;0
2010;44 ;70 ;0
2010;44 ;71 ;0
2010;44 ;72 ;0
2010;44 ;73 ;0
2010;44 ;74 ;0
2010;44 ;75 ;0
2010;44 ;76 ;0
2010;44 ;77 ;0
2010;44 ;78 ;0
2010;44 ;79 ;0
2010;44 ;80 ;0
2010;44 ;81 ;0
2010;44 ;82 ;0
2010;44 ;83 ;0
2010;44 ;84 ;0
2010;44 ;85 ;0
2010;44 ;86 ;0
2010;44 ;87 ;0
2010;44 ;88 ;0
2010;44 ;89 ;0
2010;44 ;90 ;0
2010;44 ;91 ;0
2010;44 ;92 ;0
2010;44 ;93 ;0
2010;44 ;94 ;0
2010;44 ;95 ;0
2010;44 ;99 ;0
2010;44 ;100;0
2010;45 ;18 ;0
2010;45 ;19 ;0
2010;45 ;20 ;1
2010;45 ;21 ;2
2010;45 ;22 ;1
2010;45 ;23 ;1
2010;45 ;24 ;6
2010;45 ;25 ;9
2010;45 ;26 ;12
2010;45 ;27 ;5
2010;45 ;28 ;14
2010;45 ;29 ;20
2010;45 ;30 ;23
2010;45 ;31 ;22
2010;45 ;32 ;29
2010;45 ;33 ;23
2010;45 ;34 ;26
2010;45 ;35 ;24
2010;45 ;36 ;49
2010;45 ;37 ;25
2010;45 ;38 ;31
2010;45 ;39 ;34
2010;45 ;40 ;45
2010;45 ;41 ;40
2010;45 ;42 ;40
2010;45 ;43 ;31
2010;45 ;44 ;26
2010;45 ;45 ;30
2010;45 ;46 ;26
2010;45 ;47 ;19
2010;45 ;48 ;11
2010;45 ;49 ;7
2010;45 ;50 ;10
2010;45 ;51 ;5
2010;45 ;52 ;2
2010;45 ;53 ;4
2010;45 ;54 ;2
2010;45 ;55 ;2
2010;45 ;56 ;0
2010;45 ;57 ;0
2010;45 ;58 ;2
2010;45 ;59 ;0
2010;45 ;60 ;1
2010;45 ;61 ;1
2010;45 ;62 ;1
2010;45 ;63 ;0
2010;45 ;64 ;0
2010;45 ;65 ;0
2010;45 ;66 ;0
2010;45 ;67 ;0
2010;45 ;68 ;0
2010;45 ;69 ;0
2010;45 ;70 ;1
2010;45 ;71 ;0
2010;45 ;72 ;0
2010;45 ;73 ;0
2010;45 ;74 ;0
2010;45 ;75 ;0
2010;45 ;76 ;0
2010;45 ;77 ;0
2010;45 ;78 ;0
2010;45 ;79 ;0
2010;45 ;80 ;0
2010;45 ;81 ;0
2010;45 ;82 ;0
2010;45 ;83 ;0
2010;45 ;84 ;0
2010;45 ;85 ;0
2010;45 ;86 ;0
2010;45 ;87 ;0
2010;45 ;88 ;0
2010;45 ;89 ;0
2010;45 ;90 ;0
2010;45 ;91 ;0
2010;45 ;92 ;0
2010;45 ;93 ;0
2010;45 ;94 ;0
2010;45 ;95 ;0
2010;45 ;99 ;0
2010;45 ;100;0
2010;46 ;18 ;0
2010;46 ;19 ;0
2010;46 ;20 ;2
2010;46 ;21 ;0
2010;46 ;22 ;0
2010;46 ;23 ;4
2010;46 ;24 ;4
2010;46 ;25 ;3
2010;46 ;26 ;11
2010;46 ;27 ;13
2010;46 ;28 ;9
2010;46 ;29 ;12
2010;46 ;30 ;13
2010;46 ;31 ;23
2010;46 ;32 ;25
2010;46 ;33 ;24
2010;46 ;34 ;29
2010;46 ;35 ;32
2010;46 ;36 ;31
2010;46 ;37 ;37
2010;46 ;38 ;24
2010;46 ;39 ;43
2010;46 ;40 ;32
2010;46 ;41 ;34
2010;46 ;42 ;24
2010;46 ;43 ;31
2010;46 ;44 ;23
2010;46 ;45 ;28
2010;46 ;46 ;25
2010;46 ;47 ;23
2010;46 ;48 ;18
2010;46 ;49 ;15
2010;46 ;50 ;10
2010;46 ;51 ;9
2010;46 ;52 ;7
2010;46 ;53 ;5
2010;46 ;54 ;2
2010;46 ;55 ;1
2010;46 ;56 ;1
2010;46 ;57 ;3
2010;46 ;58 ;2
2010;46 ;59 ;1
2010;46 ;60 ;0
2010;46 ;61 ;1
2010;46 ;62 ;1
2010;46 ;63 ;1
2010;46 ;64 ;0
2010;46 ;65 ;0
2010;46 ;66 ;0
2010;46 ;67 ;1
2010;46 ;68 ;0
2010;46 ;69 ;1
2010;46 ;70 ;0
2010;46 ;71 ;0
2010;46 ;72 ;0
2010;46 ;73 ;0
2010;46 ;74 ;0
2010;46 ;75 ;0
2010;46 ;76 ;0
2010;46 ;77 ;0
2010;46 ;78 ;0
2010;46 ;79 ;0
2010;46 ;80 ;0
2010;46 ;81 ;0
2010;46 ;82 ;0
2010;46 ;83 ;0
2010;46 ;84 ;0
2010;46 ;85 ;0
2010;46 ;86 ;0
2010;46 ;87 ;0
2010;46 ;88 ;0
2010;46 ;89 ;0
2010;46 ;90 ;0
2010;46 ;91 ;0
2010;46 ;92 ;0
2010;46 ;93 ;0
2010;46 ;94 ;0
2010;46 ;95 ;0
2010;46 ;99 ;0
2010;46 ;100;0
2010;47 ;18 ;0
2010;47 ;19 ;0
2010;47 ;20 ;0
2010;47 ;21 ;2
2010;47 ;22 ;2
2010;47 ;23 ;3
2010;47 ;24 ;6
2010;47 ;25 ;3
2010;47 ;26 ;9
2010;47 ;27 ;10
2010;47 ;28 ;13
2010;47 ;29 ;11
2010;47 ;30 ;12
2010;47 ;31 ;16
2010;47 ;32 ;18
2010;47 ;33 ;18
2010;47 ;34 ;17
2010;47 ;35 ;22
2010;47 ;36 ;24
2010;47 ;37 ;21
2010;47 ;38 ;31
2010;47 ;39 ;25
2010;47 ;40 ;39
2010;47 ;41 ;31
2010;47 ;42 ;32
2010;47 ;43 ;31
2010;47 ;44 ;24
2010;47 ;45 ;29
2010;47 ;46 ;25
2010;47 ;47 ;20
2010;47 ;48 ;20
2010;47 ;49 ;16
2010;47 ;50 ;13
2010;47 ;51 ;4
2010;47 ;52 ;7
2010;47 ;53 ;9
2010;47 ;54 ;4
2010;47 ;55 ;3
2010;47 ;56 ;1
2010;47 ;57 ;1
2010;47 ;58 ;1
2010;47 ;59 ;2
2010;47 ;60 ;0
2010;47 ;61 ;1
2010;47 ;62 ;1
2010;47 ;63 ;0
2010;47 ;64 ;0
2010;47 ;65 ;0
2010;47 ;66 ;0
2010;47 ;67 ;0
2010;47 ;68 ;0
2010;47 ;69 ;0
2010;47 ;70 ;1
2010;47 ;71 ;0
2010;47 ;72 ;0
2010;47 ;73 ;0
2010;47 ;74 ;0
2010;47 ;75 ;0
2010;47 ;76 ;0
2010;47 ;77 ;0
2010;47 ;78 ;0
2010;47 ;79 ;0
2010;47 ;80 ;0
2010;47 ;81 ;0
2010;47 ;82 ;0
2010;47 ;83 ;0
2010;47 ;84 ;0
2010;47 ;85 ;0
2010;47 ;86 ;0
2010;47 ;87 ;0
2010;47 ;88 ;0
2010;47 ;89 ;0
2010;47 ;90 ;0
2010;47 ;91 ;0
2010;47 ;92 ;0
2010;47 ;93 ;0
2010;47 ;94 ;0
2010;47 ;95 ;0
2010;47 ;99 ;0
2010;47 ;100;0
