Year,Sex,Age,Population
2020,M,71,38440
2020,M,72,38253
2020,M,73,37334
2020,M,74,36578
2020,M,75,34745
2020,M,76,33097
2020,M,77,31028
2020,M,78,28920
2020,M,79,25849
2020,M,80,22342
2020,M,81,21011
2020,M,82,19316
2020,M,83,17458
2020,M,84,16007
2020,M,85,14590
2020,M,86,12837
2020,M,87,10861
2020,M,88,9443
2020,M,89,7929
2020,M,90,6510
2020,M,91,5016
2020,M,92,3903
2020,M,93,2788
2020,M,94,2119
2020,M,95,1511
2020,M,96,993
2020,M,97,674
2020,M,98,426
2020,M,99,578
2020,F,0,40880
2020,F,1,42074
2020,F,2,43073
2020,F,3,42982
2020,F,4,43841
2020,F,5,43139
2020,F,6,43156
2020,F,7,42302
2020,F,8,42467
2020,F,9,42212
2020,F,10,43152
2020,F,11,42182
2020,F,12,41787
2020,F,13,41140
2020,F,14,40645
2020,F,15,40533
2020,F,16,40778
2020,F,17,39985
2020,F,18,41021
2020,F,19,41485
2020,F,20,44123
2020,F,21,44355
2020,F,22,45699
2020,F,23,47405
2020,F,24,49572
2020,F,25,50595
2020,F,26,52318
2020,F,27,54704
2020,F,28,58153
2020,F,29,59283
2020,F,30,60897
2020,F,31,60932
2020,F,32,62251
2020,F,33,60897
2020,F,34,61799
2020,F,35,61763
2020,F,36,61602
2020,F,37,61007
2020,F,38,62274
2020,F,39,61534
2020,F,40,61518
2020,F,41,59967
2020,F,42,59002
2020,F,43,58696
2020,F,44,58624
2020,F,45,58094
2020,F,46,58845
2020,F,47,59339
2020,F,48,60525
2020,F,49,62542
2020,F,50,63008
2020,F,51,64643
2020,F,52,65655
2020,F,53,65818
2020,F,54,66536
2020,F,55,65991
2020,F,56,66940
2020,F,57,64683
2020,F,58,61847
2020,F,59,59620
2020,F,60,57528
2020,F,61,55603
2020,F,62,52794
2020,F,63,51416
2020,F,64,49263
2020,F,65,47278
2020,F,66,46124
2020,F,67,44659
2020,F,68,44257
2020,F,69,42400
2020,F,70,43268
2020,F,71,42514
2020,F,72,42834
2020,F,73,41890
2020,F,74,41393
2020,F,75,39040
2020,F,76,38305
2020,F,77,36753
2020,F,78,34427
2020,F,79,32088
2020,F,80,29268
2020,F,81,27809
2020,F,82,26178
2020,F,83,24374
2020,F,84,23323
2020,F,85,21889
2020,F,86,20205
2020,F,87,18303
2020,F,88,16604
2020,F,89,14513
2020,F,90,13008
2020,F,91,10731
2020,F,92,8849
2020,F,93,7174
2020,F,94,5678
2020,F,95,4346
2020,F,96,3329
2020,F,97,2336
2020,F,98,1568
2020,F,99,2492
2021,M,0,45206
2021,M,1,44211
2021,M,2,44487
2021,M,3,45576
2021,M,4,45581
2021,M,5,46139
2021,M,6,46237
2021,M,7,45998
2021,M,8,45024
2021,M,9,45634
2021,M,10,44966
2021,M,11,45248
2021,M,12,44896
2021,M,13,44824
2021,M,14,43710
2021,M,15,43500
2021,M,16,43357
2021,M,17,43251
2021,M,18,43229
2021,M,19,44656
2021,M,20,44905
2021,M,21,48213
2021,M,22,48717
2021,M,23,50144
2021,M,24,51959
2021,M,25,53653
2021,M,26,54257
2021,M,27,56200
2021,M,28,58208
2021,M,29,61043
2021,M,30,62537
2021,M,31,63730
2021,M,32,63356
2021,M,33,64416
2021,M,34,63349
2021,M,35,63603
2021,M,36,63431
2021,M,37,63632
2021,M,38,62988
2021,M,39,63759
2021,M,40,63259
2021,M,41,63165
2021,M,42,61027
2021,M,43,60208
2021,M,44,59945
2021,M,45,58894
2021,M,46,58696
2021,M,47,60044
2021,M,48,59812
2021,M,49,61647
2021,M,50,62824
2021,M,51,63509
2021,M,52,64828
2021,M,53,65838
2021,M,54,66359
2021,M,55,67454
2021,M,56,67690
2021,M,57,68007
2021,M,58,65313
2021,M,59,62526
2021,M,60,59048
2021,M,61,56791
2021,M,62,54418
2021,M,63,51949
2021,M,64,49976
2021,M,65,47681
2021,M,66,44706
2021,M,67,42586
2021,M,68,40701
2021,M,69,39980
2021,M,70,38308
2021,M,71,38905
2021,M,72,37646
2021,M,73,37334
2021,M,74,36439
2021,M,75,35693
2021,M,76,33731
2021,M,77,32074
2021,M,78,29944
2021,M,79,27844
2021,M,80,24805
2021,M,81,21251
2021,M,82,19905
2021,M,83,18168
2021,M,84,16290
2021,M,85,14706
2021,M,86,13255
2021,M,87,11522
2021,M,88,9575
2021,M,89,8229
2021,M,90,6773
2021,M,91,5405
2021,M,92,4093
2021,M,93,3098
2021,M,94,2123
2021,M,95,1571
2021,M,96,1061
2021,M,97,682
2021,M,98,438
2021,M,99,624
2021,F,0,42994
2021,F,1,41584
2021,F,2,42435
2021,F,3,43249
2021,F,4,43247
2021,F,5,44122
2021,F,6,43414
2021,F,7,43433
2021,F,8,42561
2021,F,9,42772
2021,F,10,42513
2021,F,11,43501
2021,F,12,42487
2021,F,13,42092
2021,F,14,41501
2021,F,15,40974
2021,F,16,40819
2021,F,17,41080
2021,F,18,40768
2021,F,19,41622
2021,F,20,41929
2021,F,21,44678
2021,F,22,45349
2021,F,23,46964
2021,F,24,48744
2021,F,25,51057
2021,F,26,52131
2021,F,27,54036
2021,F,28,56200
2021,F,29,59345
2021,F,30,60451
2021,F,31,61933
2021,F,32,61978
2021,F,33,63086
2021,F,34,61588
2021,F,35,62465
2021,F,36,62308
2021,F,37,62135
2021,F,38,61483
2021,F,39,62729
2021,F,40,62012
2021,F,41,61840
2021,F,42,60342
2021,F,43,59305
2021,F,44,59051
2021,F,45,58884
2021,F,46,58312
2021,F,47,59041
2021,F,48,59450
2021,F,49,60605
2021,F,50,62568
2021,F,51,62994
2021,F,52,64627
2021,F,53,65563
2021,F,54,65573
2021,F,55,66251
2021,F,56,65799
2021,F,57,66634
2021,F,58,64282
2021,F,59,61373
2021,F,60,59029
2021,F,61,57079
2021,F,62,55076
2021,F,63,52310
2021,F,64,50658
2021,F,65,48626
2021,F,66,46811
2021,F,67,45702
2021,F,68,44243
2021,F,69,43847
2021,F,70,41950
2021,F,71,42815
2021,F,72,42038
2021,F,73,42305
2021,F,74,41308
2021,F,75,40725
2021,F,76,38360
2021,F,77,37574
2021,F,78,35938
2021,F,79,33518
2021,F,80,31180
2021,F,81,28362
2021,F,82,26843
2021,F,83,25119
2021,F,84,23186
2021,F,85,22046
2021,F,86,20491
2021,F,87,18726
2021,F,88,16737
2021,F,89,14951
2021,F,90,12799
2021,F,91,11183
2021,F,92,9146
2021,F,93,7324
2021,F,94,5826
2021,F,95,4453
2021,F,96,3277
2021,F,97,2484
2021,F,98,1665
2021,F,99,2615
2022,M,0,41714
2022,M,1,46068
2022,M,2,44637
2022,M,3,44875
2022,M,4,45924
2022,M,5,45900
2022,M,6,46507
2022,M,7,46601
2022,M,8,46368
2022,M,9,45406
2022,M,10,46015
2022,M,11,45380
2022,M,12,45616
2022,M,13,45302
2022,M,14,45192
2022,M,15,44152
2022,M,16,43992
2022,M,17,44088
2022,M,18,44469
2022,M,19,44279
2022,M,20,45248
2022,M,21,45770
2022,M,22,49575
2022,M,23,50097
2022,M,24,51635
2022,M,25,53685
2022,M,26,55633
2022,M,27,56244
2022,M,28,58296
2022,M,29,59966
2022,M,30,62708
2022,M,31,64027
2022,M,32,65173
2022,M,33,64556
2022,M,34,65644
2022,M,35,64405
2022,M,36,64566
2022,M,37,64267
2022,M,38,64437
2022,M,39,63759
2022,M,40,64393
2022,M,41,63784
2022,M,42,63734
2022,M,43,61479
2022,M,44,60691
2022,M,45,60365
2022,M,46,59297
2022,M,47,59059
2022,M,48,60324
2022,M,49,59974
2022,M,50,61807
2022,M,51,62906
2022,M,52,63504
2022,M,53,64756
2022,M,54,65708
2022,M,55,66151
2022,M,56,67112
2022,M,57,67402
2022,M,58,67559
2022,M,59,64770
2022,M,60,61407
2022,M,61,58192
2022,M,62,56030
2022,M,63,53373
2022,M,64,50958
2022,M,65,48502
2022,M,66,46574
2022,M,67,43915
2022,M,68,41821
2022,M,69,40027
2022,M,70,39296
2022,M,71,37643
2022,M,72,38121
2022,M,73,36811
2022,M,74,36519
2022,M,75,35498
2022,M,76,34674
2022,M,77,32666
2022,M,78,30968
2022,M,79,28833
2022,M,80,26626
2022,M,81,23604
2022,M,82,20092
2022,M,83,18687
2022,M,84,16849
2022,M,85,15005
2022,M,86,13246
2022,M,87,11845
2022,M,88,10145
2022,M,89,8276
2022,M,90,7002
2022,M,91,5555
2022,M,92,4371
2022,M,93,3168
2022,M,94,2317
2022,M,95,1530
2022,M,96,1076
2022,M,97,718
2022,M,98,443
2022,M,99,619
2022,F,0,39125
2022,F,1,43822
2022,F,2,42036
2022,F,3,42758
2022,F,4,43606
2022,F,5,43628
2022,F,6,44486
2022,F,7,43793
2022,F,8,43808
2022,F,9,42931
2022,F,10,43133
2022,F,11,42900
2022,F,12,43863
2022,F,13,42855
2022,F,14,42512
2022,F,15,41837
2022,F,16,41279
2022,F,17,41119
2022,F,18,41867
2022,F,19,41370
2022,F,20,42163
2022,F,21,42630
2022,F,22,45689
2022,F,23,46743
2022,F,24,48542
2022,F,25,50517
2022,F,26,52945
2022,F,27,54154
2022,F,28,55770
2022,F,29,57901
2022,F,30,60806
2022,F,31,61672
2022,F,32,63238
2022,F,33,63186
2022,F,34,63962
2022,F,35,62388
2022,F,36,63292
2022,F,37,62973
2022,F,38,62822
2022,F,39,62076
2022,F,40,63386
2022,F,41,62574
2022,F,42,62413
2022,F,43,60776
2022,F,44,59732
2022,F,45,59411
2022,F,46,59179
2022,F,47,58616
2022,F,48,59296
2022,F,49,59719
2022,F,50,60771
2022,F,51,62682
2022,F,52,63035
2022,F,53,64600
2022,F,54,65449
2022,F,55,65428
2022,F,56,65954
2022,F,57,65522
2022,F,58,66229
2022,F,59,63828
2022,F,60,60950
2022,F,61,58596
2022,F,62,56520
2022,F,63,54494
2022,F,64,51494
2022,F,65,49979
2022,F,66,48124
2022,F,67,46370
2022,F,68,45359
2022,F,69,43783
2022,F,70,43391
2022,F,71,41509
2022,F,72,42297
2022,F,73,41498
2022,F,74,41684
2022,F,75,40643
2022,F,76,39993
2022,F,77,37656
2022,F,78,36767
2022,F,79,35056
2022,F,80,32588
2022,F,81,30195
2022,F,82,27301
2022,F,83,25681
2022,F,84,23867
2022,F,85,21833
2022,F,86,20600
2022,F,87,18904
2022,F,88,17005
2022,F,89,14967
2022,F,90,13123
2022,F,91,11020
2022,F,92,9413
2022,F,93,7419
2022,F,94,5886
2022,F,95,4532
2022,F,96,3303
2022,F,97,2395
2022,F,98,1706
2022,F,99,2734
2023,M,0,40239
2023,M,1,42831
2023,M,2,46842
2023,M,3,45400
2023,M,4,45571
2023,M,5,46870
2023,M,6,46807
2023,M,7,47423
2023,M,8,47610
2023,M,9,47448
2023,M,10,46418
2023,M,11,47054
2023,M,12,46350
2023,M,13,46583
2023,M,14,46334
2023,M,15,46410
2023,M,16,45545
2023,M,17,46152
2023,M,18,46729
2023,M,19,46357
2023,M,20,45382
2023,M,21,46618
2023,M,22,47589
2023,M,23,51737
2023,M,24,52291
2023,M,25,53916
2023,M,26,56095
2023,M,27,58201
2023,M,28,58671
2023,M,29,60576
2023,M,30,62254
2023,M,31,64706
2023,M,32,65939
2023,M,33,66801
2023,M,34,66240
2023,M,35,67275
2023,M,36,65736
2023,M,37,65978
2023,M,38,65545
2023,M,39,65640
2023,M,40,64797
2023,M,41,65369
2023,M,42,64739
2023,M,43,64707
2023,M,44,62425
2023,M,45,61490
2023,M,46,61059
2023,M,47,59859
2023,M,48,59545
2023,M,49,60792
2023,M,50,60373
2023,M,51,62113
2023,M,52,63146
2023,M,53,63624
2023,M,54,64802
2023,M,55,65591
2023,M,56,66029
2023,M,57,66937
2023,M,58,67111
2023,M,59,67133
2023,M,60,63708
2023,M,61,60633
2023,M,62,57604
2023,M,63,55146
2023,M,64,52650
2023,M,65,49621
2023,M,66,47567
2023,M,67,45908
2023,M,68,43328
2023,M,69,41226
2023,M,70,39421
2023,M,71,38709
2023,M,72,36983
2023,M,73,37424
2023,M,74,36056
2023,M,75,35731
2023,M,76,34641
2023,M,77,33666
2023,M,78,31550
2023,M,79,29802
2023,M,80,27710
2023,M,81,25389
2023,M,82,22354
2023,M,83,18947
2023,M,84,17438
2023,M,85,15618
2023,M,86,13757
2023,M,87,11926
2023,M,88,10468
2023,M,89,8837
2023,M,90,7067
2023,M,91,5840
2023,M,92,4477
2023,M,93,3446
2023,M,94,2441
2023,M,95,1721
2023,M,96,1080
2023,M,97,736
2023,M,98,449
2023,M,99,653
2023,F,0,38214
2023,F,1,40180
2023,F,2,44548
2023,F,3,42760
2023,F,4,43483
2023,F,5,44390
2023,F,6,44470
2023,F,7,45473
2023,F,8,44721
2023,F,9,44754
2023,F,10,43916
2023,F,11,44183
2023,F,12,43871
2023,F,13,44763
2023,F,14,43887
2023,F,15,43491
2023,F,16,42725
2023,F,17,42137
2023,F,18,42440
2023,F,19,43061
2023,F,20,42505
2023,F,21,43398
2023,F,22,44265
2023,F,23,47735
2023,F,24,48807
2023,F,25,50939
2023,F,26,53104
2023,F,27,55471
2023,F,28,56675
2023,F,29,58023
2023,F,30,59973
2023,F,31,62901
2023,F,32,63445
2023,F,33,65089
2023,F,34,64949
2023,F,35,65683
2023,F,36,64098
2023,F,37,64897
2023,F,38,64572
2023,F,39,64430
2023,F,40,63665
2023,F,41,64758
2023,F,42,63957
2023,F,43,63717
2023,F,44,61910
2023,F,45,60758
2023,F,46,60437
2023,F,47,60150
2023,F,48,59482
2023,F,49,59982
2023,F,50,60299
2023,F,51,61392
2023,F,52,63171
2023,F,53,63439
2023,F,54,64891
2023,F,55,65657
2023,F,56,65552
2023,F,57,66032
2023,F,58,65450
2023,F,59,66105
2023,F,60,63640
2023,F,61,60805
2023,F,62,58332
2023,F,63,56309
2023,F,64,54111
2023,F,65,51182
2023,F,66,49848
2023,F,67,47966
2023,F,68,46221
2023,F,69,45202
2023,F,70,43619
2023,F,71,43185
2023,F,72,41289
2023,F,73,41942
2023,F,74,41120
2023,F,75,41198
2023,F,76,40056
2023,F,77,39373
2023,F,78,36947
2023,F,79,35948
2023,F,80,34203
2023,F,81,31633
2023,F,82,29134
2023,F,83,26266
2023,F,84,24527
2023,F,85,22572
2023,F,86,20488
2023,F,87,19099
2023,F,88,17267
2023,F,89,15286
2023,F,90,13307
2023,F,91,11399
2023,F,92,9358
2023,F,93,7715
2023,F,94,5953
2023,F,95,4568
2023,F,96,3427
2023,F,97,2411
2023,F,98,1708
2023,F,99,2882
