Year,Sex,Age,Population
2000,M,0,39969
2000,M,1,40304
2000,M,2,40524
2000,M,3,41261
2000,M,4,42351
2000,M,5,41544
2000,M,6,42315
2000,M,7,43042
2000,M,8,44932
2000,M,9,45389
2000,M,10,45290
2000,M,11,44209
2000,M,12,44458
2000,M,13,42805
2000,M,14,43059
2000,M,15,42623
2000,M,16,43334
2000,M,17,42579
2000,M,18,42979
2000,M,19,43040
2000,M,20,43154
2000,M,21,41630
2000,M,22,41461
2000,M,23,41937
2000,M,24,41662
2000,M,25,42662
2000,M,26,44665
2000,M,27,46105
2000,M,28,48553
2000,M,29,50474
2000,M,30,52570
2000,M,31,54474
2000,M,32,56825
2000,M,33,58661
2000,M,34,61166
2000,M,35,63192
2000,M,36,64423
2000,M,37,63308
2000,M,38,61765
2000,M,39,59897
2000,M,40,59228
2000,M,41,57569
2000,M,42,56363
2000,M,43,55590
2000,M,44,54521
2000,M,45,52591
2000,M,46,51123
2000,M,47,49617
2000,M,48,49945
2000,M,49,48265
2000,M,50,50043
2000,M,51,49239
2000,M,52,49849
2000,M,53,49269
2000,M,54,49264
2000,M,55,47840
2000,M,56,46543
2000,M,57,44869
2000,M,58,42875
2000,M,59,39495
2000,M,60,36355
2000,M,61,35190
2000,M,62,33967
2000,M,63,32419
2000,M,64,32204
2000,M,65,31496
2000,M,66,30434
2000,M,67,28702
2000,M,68,28173
2000,M,69,26945
2000,M,70,26355
2000,M,71,24648
2000,M,72,23481
2000,M,73,22372
2000,M,74,21469
2000,M,75,20607
2000,M,76,19113
2000,M,77,18463
2000,M,78,16945
2000,M,79,16378
2000,M,80,14973
2000,M,81,11835
2000,M,82,10501
2000,M,83,9245
2000,M,84,8349
2000,M,85,7359
2000,M,86,7133
2000,M,87,5933
2000,M,88,4980
2000,M,89,3784
2000,M,90,3197
2000,M,91,2353
2000,M,92,1751
2000,M,93,1248
2000,M,94,937
2000,M,95,596
2000,M,96,377
2000,M,97,285
2000,M,98,184
2000,M,99,273
2000,F,0,37673
2000,F,1,38097
2000,F,2,38532
2000,F,3,39121
2000,F,4,40078
2000,F,5,39408
2000,F,6,39904
2000,F,7,40374
2000,F,8,42590
2000,F,9,42608
2000,F,10,42508
2000,F,11,41722
2000,F,12,41905
2000,F,13,40471
2000,F,14,40840
2000,F,15,40624
2000,F,16,40253
2000,F,17,39948
2000,F,18,41003
2000,F,19,40685
2000,F,20,41390
2000,F,21,40873
2000,F,22,40434
2000,F,23,41434
2000,F,24,42540
2000,F,25,43261
2000,F,26,45424
2000,F,27,47131
2000,F,28,49675
2000,F,29,52532
2000,F,30,54161
2000,F,31,56507
2000,F,32,58308
2000,F,33,59807
2000,F,34,61562
2000,F,35,62260
2000,F,36,63281
2000,F,37,62270
2000,F,38,60397
2000,F,39,58926
2000,F,40,58041
2000,F,41,56467
2000,F,42,54605
2000,F,43,54038
2000,F,44,52699
2000,F,45,51421
2000,F,46,50770
2000,F,47,49685
2000,F,48,49762
2000,F,49,47913
2000,F,50,49406
2000,F,51,48942
2000,F,52,49773
2000,F,53,48896
2000,F,54,48936
2000,F,55,46742
2000,F,56,46440
2000,F,57,45098
2000,F,58,43220
2000,F,59,40745
2000,F,60,38372
2000,F,61,37227
2000,F,62,36145
2000,F,63,34836
2000,F,64,35349
2000,F,65,34763
2000,F,66,34438
2000,F,67,33603
2000,F,68,33339
2000,F,69,32636
2000,F,70,32858
2000,F,71,31744
2000,F,72,31126
2000,F,73,29958
2000,F,74,29986
2000,F,75,29355
2000,F,76,28683
2000,F,77,27530
2000,F,78,25984
2000,F,79,26190
2000,F,80,24299
2000,F,81,19826
2000,F,82,18047
2000,F,83,17022
2000,F,84,15953
2000,F,85,14976
2000,F,86,14971
2000,F,87,13342
2000,F,88,11998
2000,F,89,10205
2000,F,90,8624
2000,F,91,6834
2000,F,92,5679
2000,F,93,4170
2000,F,94,3179
2000,F,95,2236
2000,F,96,1625
2000,F,97,1062
2000,F,98,799
2000,F,99,1272
2001,M,0,36864
2001,M,1,37231
2001,M,2,38986
2001,M,3,39548
2001,M,4,40537
2001,M,5,41841
2001,M,6,41543
2001,M,7,42395
2001,M,8,42896
2001,M,9,44672
2001,M,10,45263
2001,M,11,44977
2001,M,12,44257
2001,M,13,44415
2001,M,14,42699
2001,M,15,42814
2001,M,16,42498
2001,M,17,43169
2001,M,18,42480
2001,M,19,42902
2001,M,20,43099
2001,M,21,43065
2001,M,22,42366
2001,M,23,42418
2001,M,24,43354
2001,M,25,43426
2001,M,26,44550
2001,M,27,46733
2001,M,28,48209
2001,M,29,50359
2001,M,30,52796
2001,M,31,54385
2001,M,32,56497
2001,M,33,58755
2001,M,34,60184
2001,M,35,62155
2001,M,36,63645
2001,M,37,65068
2001,M,38,63633
2001,M,39,61827
2001,M,40,60072
2001,M,41,58968
2001,M,42,57703
2001,M,43,56434
2001,M,44,55662
2001,M,45,54723
2001,M,46,52589
2001,M,47,50999
2001,M,48,49604
2001,M,49,49819
2001,M,50,48180
2001,M,51,49768
2001,M,52,49121
2001,M,53,49582
2001,M,54,48871
2001,M,55,48856
2001,M,56,47231
2001,M,57,45970
2001,M,58,44293
2001,M,59,42244
2001,M,60,38864
2001,M,61,35611
2001,M,62,34541
2001,M,63,33380
2001,M,64,31701
2001,M,65,31253
2001,M,66,30656
2001,M,67,29687
2001,M,68,27919
2001,M,69,27473
2001,M,70,26394
2001,M,71,25637
2001,M,72,24010
2001,M,73,22845
2001,M,74,21635
2001,M,75,20672
2001,M,76,19776
2001,M,77,18287
2001,M,78,17603
2001,M,79,16139
2001,M,80,15512
2001,M,81,14079
2001,M,82,11038
2001,M,83,9721
2001,M,84,8458
2001,M,85,7624
2001,M,86,6662
2001,M,87,6311
2001,M,88,5239
2001,M,89,4298
2001,M,90,3205
2001,M,91,2616
2001,M,92,1947
2001,M,93,1435
2001,M,94,989
2001,M,95,729
2001,M,96,460
2001,M,97,263
2001,M,98,191
2001,M,99,289
2001,F,0,34953
2001,F,1,35038
2001,F,2,36952
2001,F,3,37728
2001,F,4,38454
2001,F,5,39720
2001,F,6,39557
2001,F,7,40230
2001,F,8,40738
2001,F,9,42837
2001,F,10,42820
2001,F,11,42674
2001,F,12,42025
2001,F,13,42132
2001,F,14,40522
2001,F,15,41017
2001,F,16,40814
2001,F,17,40541
2001,F,18,40288
2001,F,19,41726
2001,F,20,41492
2001,F,21,42419
2001,F,22,42166
2001,F,23,42138
2001,F,24,43118
2001,F,25,44086
2001,F,26,44878
2001,F,27,47102
2001,F,28,48502
2001,F,29,50915
2001,F,30,53659
2001,F,31,55160
2001,F,32,57650
2001,F,33,59303
2001,F,34,60535
2001,F,35,62103
2001,F,36,62624
2001,F,37,63734
2001,F,38,62628
2001,F,39,60773
2001,F,40,59346
2001,F,41,58081
2001,F,42,56798
2001,F,43,54898
2001,F,44,54398
2001,F,45,52882
2001,F,46,51500
2001,F,47,50810
2001,F,48,49605
2001,F,49,49639
2001,F,50,47699
2001,F,51,49140
2001,F,52,48801
2001,F,53,49658
2001,F,54,48704
2001,F,55,48544
2001,F,56,46377
2001,F,57,46056
2001,F,58,44677
2001,F,59,42637
2001,F,60,40375
2001,F,61,37838
2001,F,62,36798
2001,F,63,35821
2001,F,64,34378
2001,F,65,34918
2001,F,66,34455
2001,F,67,33949
2001,F,68,33251
2001,F,69,32961
2001,F,70,32239
2001,F,71,32413
2001,F,72,31508
2001,F,73,30729
2001,F,74,29564
2001,F,75,29510
2001,F,76,28903
2001,F,77,28021
2001,F,78,26921
2001,F,79,25434
2001,F,80,25529
2001,F,81,23381
2001,F,82,19068
2001,F,83,17379
2001,F,84,16091
2001,F,85,15003
2001,F,86,13892
2001,F,87,13852
2001,F,88,12220
2001,F,89,10792
2001,F,90,9011
2001,F,91,7385
2001,F,92,5814
2001,F,93,4765
2001,F,94,3462
2001,F,95,2513
2001,F,96,1772
2001,F,97,1223
2001,F,98,795
2001,F,99,1370
2002,M,0,37120
2002,M,1,37223
2002,M,2,37603
2002,M,3,39351
2002,M,4,39892
2002,M,5,40872
2002,M,6,42186
2002,M,7,41839
2002,M,8,42689
2002,M,9,43210
2002,M,10,45047
2002,M,11,45555
2002,M,12,45308
2002,M,13,44565
2002,M,14,44755
2002,M,15,43208
2002,M,16,43247
2002,M,17,42831
2002,M,18,43630
2002,M,19,42782
2002,M,20,43458
2002,M,21,43525
2002,M,22,43581
2002,M,23,43129
2002,M,24,43364
2002,M,25,44247
2002,M,26,44478
2002,M,27,45581
2002,M,28,47822
2002,M,29,49049
2002,M,30,51303
2002,M,31,53826
2002,M,32,55202
2002,M,33,57415
2002,M,34,59473
2002,M,35,60862
2002,M,36,62923
2002,M,37,64184
2002,M,38,65542
2002,M,39,64068
2002,M,40,62148
2002,M,41,60272
2002,M,42,59217
2002,M,43,57910
2002,M,44,56663
2002,M,45,55721
2002,M,46,54757
2002,M,47,52654
2002,M,48,51114
2002,M,49,49577
2002,M,50,49692
2002,M,51,48009
2002,M,52,49689
2002,M,53,48963
2002,M,54,49377
2002,M,55,48630
2002,M,56,48536
2002,M,57,46879
2002,M,58,45630
2002,M,59,43853
2002,M,60,41741
2002,M,61,38342
2002,M,62,35044
2002,M,63,33963
2002,M,64,32776
2002,M,65,30947
2002,M,66,30647
2002,M,67,30054
2002,M,68,29085
2002,M,69,27332
2002,M,70,26792
2002,M,71,25646
2002,M,72,24899
2002,M,73,23242
2002,M,74,22065
2002,M,75,20832
2002,M,76,19833
2002,M,77,18841
2002,M,78,17341
2002,M,79,16588
2002,M,80,15016
2002,M,81,14444
2002,M,82,12964
2002,M,83,10008
2002,M,84,8786
2002,M,85,7538
2002,M,86,6725
2002,M,87,5734
2002,M,88,5388
2002,M,89,4420
2002,M,90,3573
2002,M,91,2580
2002,M,92,2028
2002,M,93,1510
2002,M,94,1076
2002,M,95,728
2002,M,96,510
2002,M,97,309
2002,M,98,172
2002,M,99,274
2002,F,0,34869
2002,F,1,35159
2002,F,2,35400
2002,F,3,37209
2002,F,4,38017
2002,F,5,38668
2002,F,6,39944
2002,F,7,39726
2002,F,8,40537
2002,F,9,41066
2002,F,10,43074
2002,F,11,43099
2002,F,12,43049
2002,F,13,42332
2002,F,14,42451
2002,F,15,40851
2002,F,16,41372
2002,F,17,41125
2002,F,18,41010
2002,F,19,40911
2002,F,20,42637
2002,F,21,42354
2002,F,22,43361
2002,F,23,43259
2002,F,24,43301
2002,F,25,44364
2002,F,26,45329
2002,F,27,46120
2002,F,28,48194
2002,F,29,49665
2002,F,30,51903
2002,F,31,54678
2002,F,32,55975
2002,F,33,58389
2002,F,34,60011
2002,F,35,61070
2002,F,36,62710
2002,F,37,63094
2002,F,38,64211
2002,F,39,63105
2002,F,40,61133
2002,F,41,59639
2002,F,42,58419
2002,F,43,57100
2002,F,44,55105
2002,F,45,54518
2002,F,46,52978
2002,F,47,51504
2002,F,48,50837
2002,F,49,49580
2002,F,50,49665
2002,F,51,47688
2002,F,52,49003
2002,F,53,48703
2002,F,54,49565
2002,F,55,48621
2002,F,56,48336
2002,F,57,46097
2002,F,58,45808
2002,F,59,44430
2002,F,60,42387
2002,F,61,40092
2002,F,62,37526
2002,F,63,36480
2002,F,64,35459
2002,F,65,34064
2002,F,66,34565
2002,F,67,34112
2002,F,68,33520
2002,F,69,32910
2002,F,70,32483
2002,F,71,31747
2002,F,72,31891
2002,F,73,31008
2002,F,74,30132
2002,F,75,28901
2002,F,76,28849
2002,F,77,28098
2002,F,78,27240
2002,F,79,26051
2002,F,80,24424
2002,F,81,24365
2002,F,82,22192
2002,F,83,18046
2002,F,84,16217
2002,F,85,14857
2002,F,86,13689
2002,F,87,12551
2002,F,88,12353
2002,F,89,10683
2002,F,90,9319
2002,F,91,7534
2002,F,92,6116
2002,F,93,4682
2002,F,94,3777
2002,F,95,2642
2002,F,96,1861
2002,F,97,1288
2002,F,98,879
2002,F,99,1506
2003,M,0,36701
2003,M,1,37374
2003,M,2,37569
2003,M,3,37949
2003,M,4,39631
2003,M,5,40295
2003,M,6,41098
2003,M,7,42496
2003,M,8,42084
2003,M,9,42954
2003,M,10,43512
2003,M,11,45312
2003,M,12,45818
2003,M,13,45625
2003,M,14,44915
2003,M,15,45099
2003,M,16,43576
2003,M,17,43580
2003,M,18,43185
2003,M,19,43973
2003,M,20,43245
2003,M,21,43853
2003,M,22,44068
2003,M,23,44215
2003,M,24,43969
2003,M,25,44224
2003,M,26,45238
2003,M,27,45457
2003,M,28,46537
2003,M,29,48676
2003,M,30,49902
2003,M,31,52284
2003,M,32,54605
2003,M,33,55903
2003,M,34,57936
2003,M,35,60071
2003,M,36,61151
2003,M,37,63373
2003,M,38,64542
2003,M,39,65822
2003,M,40,64292
2003,M,41,62374
2003,M,42,60397
2003,M,43,59308
2003,M,44,58008
2003,M,45,56731
2003,M,46,55730
2003,M,47,54840
2003,M,48,52579
2003,M,49,51027
2003,M,50,49442
2003,M,51,49484
2003,M,52,47763
2003,M,53,49457
2003,M,54,48664
2003,M,55,49026
2003,M,56,48251
2003,M,57,48064
2003,M,58,46400
2003,M,59,45208
2003,M,60,43316
2003,M,61,41259
2003,M,62,37829
2003,M,63,34528
2003,M,64,33479
2003,M,65,32057
2003,M,66,30310
2003,M,67,30062
2003,M,68,29485
2003,M,69,28498
2003,M,70,26753
2003,M,71,26203
2003,M,72,25015
2003,M,73,24119
2003,M,74,22487
2003,M,75,21233
2003,M,76,20008
2003,M,77,18990
2003,M,78,17948
2003,M,79,16350
2003,M,80,15600
2003,M,81,13952
2003,M,82,13379
2003,M,83,11840
2003,M,84,8999
2003,M,85,7764
2003,M,86,6633
2003,M,87,5819
2003,M,88,4901
2003,M,89,4520
2003,M,90,3618
2003,M,91,2861
2003,M,92,2020
2003,M,93,1559
2003,M,94,1135
2003,M,95,800
2003,M,96,519
2003,M,97,345
2003,M,98,192
2003,M,99,292
2003,F,0,34819
2003,F,1,35074
2003,F,2,35498
2003,F,3,35693
2003,F,4,37403
2003,F,5,38253
2003,F,6,38880
2003,F,7,40148
2003,F,8,39954
2003,F,9,40736
2003,F,10,41321
2003,F,11,43272
2003,F,12,43269
2003,F,13,43273
2003,F,14,42637
2003,F,15,42667
2003,F,16,41262
2003,F,17,41579
2003,F,18,41625
2003,F,19,41685
2003,F,20,41816
2003,F,21,43474
2003,F,22,43259
2003,F,23,44393
2003,F,24,44305
2003,F,25,44552
2003,F,26,45536
2003,F,27,46574
2003,F,28,47251
2003,F,29,49248
2003,F,30,50627
2003,F,31,52677
2003,F,32,55453
2003,F,33,56593
2003,F,34,58920
2003,F,35,60503
2003,F,36,61468
2003,F,37,63053
2003,F,38,63320
2003,F,39,64501
2003,F,40,63333
2003,F,41,61344
2003,F,42,59761
2003,F,43,58579
2003,F,44,57214
2003,F,45,55205
2003,F,46,54553
2003,F,47,52999
2003,F,48,51519
2003,F,49,50715
2003,F,50,49494
2003,F,51,49528
2003,F,52,47533
2003,F,53,48814
2003,F,54,48538
2003,F,55,49326
2003,F,56,48325
2003,F,57,48077
2003,F,58,45817
2003,F,59,45493
2003,F,60,44151
2003,F,61,42132
2003,F,62,39781
2003,F,63,37167
2003,F,64,36165
2003,F,65,35158
2003,F,66,33733
2003,F,67,34260
2003,F,68,33793
2003,F,69,33203
2003,F,70,32534
2003,F,71,32076
2003,F,72,31329
2003,F,73,31405
2003,F,74,30498
2003,F,75,29559
2003,F,76,28251
2003,F,77,28159
2003,F,78,27317
2003,F,79,26393
2003,F,80,25052
2003,F,81,23440
2003,F,82,23202
2003,F,83,20925
2003,F,84,16848
2003,F,85,14945
2003,F,86,13591
2003,F,87,12347
2003,F,88,11122
2003,F,89,10863
2003,F,90,9188
2003,F,91,7821
2003,F,92,6201
2003,F,93,4941
2003,F,94,3643
2003,F,95,2847
2003,F,96,1974
2003,F,97,1326
2003,F,98,927
2003,F,99,1604
2004,M,0,37277
2004,M,1,36832
2004,M,2,37697
2004,M,3,37867
2004,M,4,38250
2004,M,5,39929
2004,M,6,40542
2004,M,7,41377
2004,M,8,42661
2004,M,9,42366
2004,M,10,43263
2004,M,11,43727
2004,M,12,45509
2004,M,13,46144
2004,M,14,46003
2004,M,15,45250
2004,M,16,45444
2004,M,17,43860
2004,M,18,43899
2004,M,19,43505
2004,M,20,44418
2004,M,21,43783
2004,M,22,44357
2004,M,23,44705
2004,M,24,44997
2004,M,25,44813
2004,M,26,45157
2004,M,27,46155
2004,M,28,46456
2004,M,29,47466
2004,M,30,49582
2004,M,31,50668
2004,M,32,52967
2004,M,33,55233
2004,M,34,56529
2004,M,35,58447
2004,M,36,60516
2004,M,37,61529
2004,M,38,63729
2004,M,39,64854
2004,M,40,66051
2004,M,41,64487
2004,M,42,62533
2004,M,43,60539
2004,M,44,59441
2004,M,45,58058
2004,M,46,56683
2004,M,47,55636
2004,M,48,54828
2004,M,49,52569
2004,M,50,50932
2004,M,51,49243
2004,M,52,49280
2004,M,53,47544
2004,M,54,49189
2004,M,55,48327
2004,M,56,48653
2004,M,57,47868
2004,M,58,47628
2004,M,59,45948
2004,M,60,44693
2004,M,61,42767
2004,M,62,40698
2004,M,63,37278
2004,M,64,33980
2004,M,65,32706
2004,M,66,31397
2004,M,67,29731
2004,M,68,29451
2004,M,69,28901
2004,M,70,27882
2004,M,71,26123
2004,M,72,25574
2004,M,73,24313
2004,M,74,23325
2004,M,75,21715
2004,M,76,20476
2004,M,77,19156
2004,M,78,18168
2004,M,79,17063
2004,M,80,15396
2004,M,81,14566
2004,M,82,12940
2004,M,83,12286
2004,M,84,10780
2004,M,85,8099
2004,M,86,6919
2004,M,87,5793
2004,M,88,5021
2004,M,89,4168
2004,M,90,3735
2004,M,91,2928
2004,M,92,2302
2004,M,93,1611
2004,M,94,1190
2004,M,95,846
2004,M,96,585
2004,M,97,359
2004,M,98,235
2004,M,99,340
2004,F,0,35586
2004,F,1,34908
2004,F,2,35387
2004,F,3,35606
2004,F,4,35953
2004,F,5,37653
2004,F,6,38396
2004,F,7,39089
2004,F,8,40357
2004,F,9,40177
2004,F,10,40975
2004,F,11,41501
2004,F,12,43450
2004,F,13,43463
2004,F,14,43461
2004,F,15,42880
2004,F,16,42958
2004,F,17,41558
2004,F,18,42024
2004,F,19,42261
2004,F,20,42477
2004,F,21,42681
2004,F,22,44259
2004,F,23,44237
2004,F,24,45437
2004,F,25,45403
2004,F,26,45597
2004,F,27,46681
2004,F,28,47593
2004,F,29,48306
2004,F,30,50158
2004,F,31,51336
2004,F,32,53413
2004,F,33,55971
2004,F,34,57024
2004,F,35,59396
2004,F,36,60882
2004,F,37,61883
2004,F,38,63284
2004,F,39,63580
2004,F,40,64674
2004,F,41,63460
2004,F,42,61482
2004,F,43,59921
2004,F,44,58627
2004,F,45,57351
2004,F,46,55189
2004,F,47,54573
2004,F,48,52957
2004,F,49,51458
2004,F,50,50689
2004,F,51,49362
2004,F,52,49376
2004,F,53,47371
2004,F,54,48651
2004,F,55,48300
2004,F,56,49093
2004,F,57,48030
2004,F,58,47812
2004,F,59,45502
2004,F,60,45179
2004,F,61,43835
2004,F,62,41818
2004,F,63,39397
2004,F,64,36796
2004,F,65,35833
2004,F,66,34827
2004,F,67,33426
2004,F,68,33915
2004,F,69,33477
2004,F,70,32824
2004,F,71,32111
2004,F,72,31632
2004,F,73,30867
2004,F,74,30920
2004,F,75,29919
2004,F,76,28943
2004,F,77,27609
2004,F,78,27413
2004,F,79,26497
2004,F,80,25489
2004,F,81,24051
2004,F,82,22394
2004,F,83,21964
2004,F,84,19652
2004,F,85,15666
2004,F,86,13676
2004,F,87,12368
2004,F,88,11047
2004,F,89,9764
2004,F,90,9414
2004,F,91,7752
2004,F,92,6513
2004,F,93,5112
2004,F,94,3969
2004,F,95,2868
2004,F,96,2162
2004,F,97,1480
2004,F,98,950
2004,F,99,1758
2005,M,0,37338
2005,M,1,37389
2005,M,2,37068
2005,M,3,37893
2005,M,4,38046
2005,M,5,38478
2005,M,6,40073
2005,M,7,40722
2005,M,8,41548
2005,M,9,42858
2005,M,10,42597
2005,M,11,43459
2005,M,12,43944
2005,M,13,45744
2005,M,14,46355
2005,M,15,46275
2005,M,16,45611
2005,M,17,45686
2005,M,18,44082
2005,M,19,44260
2005,M,20,43925
2005,M,21,44844
2005,M,22,44213
2005,M,23,45058
2005,M,24,45388
2005,M,25,45818
2005,M,26,45681
2005,M,27,46124
2005,M,28,47065
2005,M,29,47319
2005,M,30,48227
2005,M,31,50298
2005,M,32,51291
2005,M,33,53576
2005,M,34,55697
2005,M,35,56979
2005,M,36,58843
2005,M,37,60843
2005,M,38,61801
2005,M,39,64034
2005,M,40,65092
2005,M,41,66308
2005,M,42,64710
2005,M,43,62517
2005,M,44,60562
2005,M,45,59516
2005,M,46,58089
2005,M,47,56625
2005,M,48,55609
2005,M,49,54721
2005,M,50,52500
2005,M,51,50727
2005,M,52,49055
2005,M,53,49019
2005,M,54,47259
2005,M,55,48884
2005,M,56,47928
2005,M,57,48239
2005,M,58,47442
2005,M,59,47083
2005,M,60,45343
2005,M,61,44093
2005,M,62,42173
2005,M,63,40087
2005,M,64,36726
2005,M,65,33230
2005,M,66,32101
2005,M,67,30879
2005,M,68,29178
2005,M,69,28841
2005,M,70,28304
2005,M,71,27222
2005,M,72,25450
2005,M,73,24923
2005,M,74,23591
2005,M,75,22532
2005,M,76,20933
2005,M,77,19626
2005,M,78,18272
2005,M,79,17254
2005,M,80,16075
2005,M,81,14365
2005,M,82,13484
2005,M,83,11876
2005,M,84,11146
2005,M,85,9679
2005,M,86,7161
2005,M,87,6033
2005,M,88,5003
2005,M,89,4247
2005,M,90,3443
2005,M,91,3032
2005,M,92,2315
2005,M,93,1787
2005,M,94,1224
2005,M,95,878
2005,M,96,597
2005,M,97,411
2005,M,98,257
2005,M,99,396
2005,F,0,35207
2005,F,1,35628
2005,F,2,35099
2005,F,3,35587
2005,F,4,35789
2005,F,5,36122
2005,F,6,37804
2005,F,7,38543
2005,F,8,39255
2005,F,9,40528
2005,F,10,40307
2005,F,11,41164
2005,F,12,41653
2005,F,13,43651
2005,F,14,43671
2005,F,15,43677
2005,F,16,43240
2005,F,17,43225
2005,F,18,42040
2005,F,19,42719
2005,F,20,42911
2005,F,21,43095
2005,F,22,43374
2005,F,23,45074
2005,F,24,45026
2005,F,25,46364
2005,F,26,46505
2005,F,27,46543
2005,F,28,47578
2005,F,29,48426
2005,F,30,48974
2005,F,31,50835
2005,F,32,51866
2005,F,33,53990
2005,F,34,56386
2005,F,35,57289
2005,F,36,59766
2005,F,37,61199
2005,F,38,62080
2005,F,39,63404
2005,F,40,63762
2005,F,41,64783
2005,F,42,63632
2005,F,43,61529
2005,F,44,59985
2005,F,45,58674
2005,F,46,57421
2005,F,47,55179
2005,F,48,54488
2005,F,49,52792
2005,F,50,51345
2005,F,51,50531
2005,F,52,49239
2005,F,53,49206
2005,F,54,47206
2005,F,55,48434
2005,F,56,48076
2005,F,57,48819
2005,F,58,47728
2005,F,59,47481
2005,F,60,45156
2005,F,61,44845
2005,F,62,43482
2005,F,63,41480
2005,F,64,39039
2005,F,65,36429
2005,F,66,35506
2005,F,67,34545
2005,F,68,33140
2005,F,69,33588
2005,F,70,33114
2005,F,71,32447
2005,F,72,31717
2005,F,73,31204
2005,F,74,30412
2005,F,75,30373
2005,F,76,29326
2005,F,77,28298
2005,F,78,26945
2005,F,79,26657
2005,F,80,25575
2005,F,81,24464
2005,F,82,22956
2005,F,83,21183
2005,F,84,20664
2005,F,85,18294
2005,F,86,14404
2005,F,87,12403
2005,F,88,11119
2005,F,89,9740
2005,F,90,8463
2005,F,91,8001
2005,F,92,6463
2005,F,93,5293
2005,F,94,4133
2005,F,95,3068
2005,F,96,2188
2005,F,97,1611
2005,F,98,1085
2005,F,99,1912
2006,M,0,37576
2006,M,1,37557
2006,M,2,37644
2006,M,3,37267
2006,M,4,38124
2006,M,5,38309
2006,M,6,38718
2006,M,7,40271
2006,M,8,40911
2006,M,9,41800
2006,M,10,43099
2006,M,11,42835
2006,M,12,43657
2006,M,13,44202
2006,M,14,46024
2006,M,15,46675
2006,M,16,46619
2006,M,17,45850
2006,M,18,45957
2006,M,19,44361
2006,M,20,44688
2006,M,21,44303
2006,M,22,45314
2006,M,23,44772
2006,M,24,45821
2006,M,25,46150
2006,M,26,46705
2006,M,27,46641
2006,M,28,47121
2006,M,29,47927
2006,M,30,48128
2006,M,31,49074
2006,M,32,51049
2006,M,33,51957
2006,M,34,54217
2006,M,35,56238
2006,M,36,57488
2006,M,37,59289
2006,M,38,61218
2006,M,39,62193
2006,M,40,64323
2006,M,41,65318
2006,M,42,66618
2006,M,43,64896
2006,M,44,62714
2006,M,45,60621
2006,M,46,59601
2006,M,47,58154
2006,M,48,56611
2006,M,49,55523
2006,M,50,54658
2006,M,51,52310
2006,M,52,50529
2006,M,53,48868
2006,M,54,48757
2006,M,55,46983
2006,M,56,48461
2006,M,57,47481
2006,M,58,47777
2006,M,59,46967
2006,M,60,46403
2006,M,61,44769
2006,M,62,43486
2006,M,63,41577
2006,M,64,39561
2006,M,65,36045
2006,M,66,32618
2006,M,67,31573
2006,M,68,30340
2006,M,69,28658
2006,M,70,28252
2006,M,71,27704
2006,M,72,26604
2006,M,73,24807
2006,M,74,24226
2006,M,75,22802
2006,M,76,21759
2006,M,77,20075
2006,M,78,18750
2006,M,79,17345
2006,M,80,16315
2006,M,81,15057
2006,M,82,13301
2006,M,83,12406
2006,M,84,10881
2006,M,85,10072
2006,M,86,8643
2006,M,87,6220
2006,M,88,5179
2006,M,89,4239
2006,M,90,3552
2006,M,91,2773
2006,M,92,2473
2006,M,93,1828
2006,M,94,1366
2006,M,95,938
2006,M,96,634
2006,M,97,437
2006,M,98,300
2006,M,99,472
2006,F,0,35467
2006,F,1,35447
2006,F,2,35923
2006,F,3,35262
2006,F,4,35766
2006,F,5,35934
2006,F,6,36316
2006,F,7,38045
2006,F,8,38759
2006,F,9,39454
2006,F,10,40703
2006,F,11,40458
2006,F,12,41371
2006,F,13,41882
2006,F,14,43889
2006,F,15,43948
2006,F,16,44006
2006,F,17,43433
2006,F,18,43666
2006,F,19,42654
2006,F,20,43461
2006,F,21,43555
2006,F,22,43758
2006,F,23,44181
2006,F,24,45843
2006,F,25,46013
2006,F,26,47358
2006,F,27,47561
2006,F,28,47735
2006,F,29,48559
2006,F,30,49326
2006,F,31,49820
2006,F,32,51413
2006,F,33,52368
2006,F,34,54416
2006,F,35,56820
2006,F,36,57601
2006,F,37,60073
2006,F,38,61381
2006,F,39,62270
2006,F,40,63619
2006,F,41,63927
2006,F,42,64888
2006,F,43,63731
2006,F,44,61651
2006,F,45,60082
2006,F,46,58704
2006,F,47,57411
2006,F,48,55180
2006,F,49,54449
2006,F,50,52681
2006,F,51,51217
2006,F,52,50388
2006,F,53,49009
2006,F,54,49017
2006,F,55,46976
2006,F,56,48129
2006,F,57,47777
2006,F,58,48478
2006,F,59,47406
2006,F,60,47168
2006,F,61,44873
2006,F,62,44503
2006,F,63,43138
2006,F,64,41065
2006,F,65,38726
2006,F,66,36145
2006,F,67,35249
2006,F,68,34209
2006,F,69,32808
2006,F,70,33234
2006,F,71,32738
2006,F,72,32047
2006,F,73,31253
2006,F,74,30722
2006,F,75,29894
2006,F,76,29768
2006,F,77,28635
2006,F,78,27601
2006,F,79,26163
2006,F,80,25815
2006,F,81,24656
2006,F,82,23478
2006,F,83,21844
2006,F,84,19955
2006,F,85,19191
2006,F,86,16927
2006,F,87,13121
2006,F,88,11139
2006,F,89,9846
2006,F,90,8460
2006,F,91,7256
2006,F,92,6701
2006,F,93,5338
2006,F,94,4302
2006,F,95,3260
2006,F,96,2400
2006,F,97,1678
2006,F,98,1216
2006,F,99,2243
2007,M,0,38092
2007,M,1,37718
