hid,wp,age,gender,marital_status,employment,driving_licence,age_discrete,htype,hsize,nbcars,nbcars_agg,role
116653,1.48048004785902,64,1,2,4,1,5,220,3,1,1,1
174034,0.87834605587619,43,2,2,2,2,4,220,3,1,1,2
225492,0.707528878953757,46,2,4,1,1,5,210,2,2,2,1
224067,0.48625348100492,58,1,1,1,1,5,10,1,0,0,1
494804,1.91531743813827,31,1,1,1,1,4,30,3,1,1,2
160424,2.33690349283781,19,2,1,3,2,3,30,6,3,3,5
119187,1.23585916697027,31,2,1,1,1,4,210,2,2,2,2
330509,1.63456414804544,55,1,2,2,1,5,220,4,3,3,1
360085,1.48055495122288,55,2,2,1,1,5,210,2,1,1,1
497785,1.32400226224245,53,2,2,1,1,5,220,3,3,3,2
134733,0.567625916281308,19,2,1,1,1,3,220,4,1,1,3
364093,0.890154855295286,24,1,1,1,1,4,210,2,3,3,1
109609,0.906698467296874,32,1,1,1,1,4,210,2,2,2,1
178964,0.460284512659997,52,2,2,1,1,5,220,4,2,2,2
191729,1.82343334724344,39,2,2,2,1,4,230,4,1,1,1
269104,0.405623612799474,15,1,1,3,2,2,220,5,0,0,3
204116,0.646292739983458,75,2,2,4,1,6,210,2,1,1,1
403540,0.584258780776192,44,1,2,1,1,5,210,2,2,2,1
379201,1.46973905371263,54,1,2,1,1,5,210,2,2,2,2
382688,0.723489573557169,76,1,2,4,1,6,210,2,2,2,1
447523,2.18597036837102,72,2,2,4,1,6,10,1,1,1,1
342149,0.769397655783731,24,1,1,3,1,4,30,4,0,0,2
337760,1.98436322033658,33,1,1,1,1,4,10,1,0,0,1
345541,0.935378293927967,68,2,2,4,1,6,210,2,1,1,2
309771,0.515739074433952,13,1,1,5,2,1,220,5,2,2,4
159815,1.71956144757029,39,1,1,1,1,4,220,3,0,0,2
498348,1.28323744761339,63,1,2,1,1,5,210,2,2,2,1
306296,1.5596250306321,22,1,1,2,2,3,220,3,2,2,3
488787,1.7210520717394,34,1,2,1,1,4,220,4,2,2,2
399372,2.07856954787482,23,1,1,1,1,3,220,4,1,1,4
413092,0.792704252877447,16,1,1,1,2,2,220,4,2,2,3
282744,0.243706133468817,8,2,1,5,2,1,220,3,2,2,3
131299,4.36149093995483,25,1,1,1,1,4,10,1,1,1,1
394615,0.779567693000026,20,1,1,3,2,3,220,3,2,2,3
173815,1.12516653208582,48,1,4,1,1,5,10,1,1,1,1
303113,0.866724722310524,70,1,2,4,1,6,210,2,2,2,1
164858,1.4745054292649,67,1,2,1,1,6,210,2,2,2,1
294845,0.474729416000388,64,1,2,4,1,5,210,2,2,2,1
470582,0.767843602391092,42,2,2,1,1,4,220,4,1,1,2
267349,0.92164310450512,55,1,2,1,1,5,220,3,2,2,1
280122,0.656782343992409,28,2,1,1,1,4,210,2,3,3,2
342399,0.235175787539192,55,2,2,2,1,5,210,2,2,2,2
397075,0.468564862638105,61,1,2,1,1,5,210,2,1,1,1
216834,0.458658585370378,30,1,2,1,1,4,220,4,2,2,1
471947,3.37387469935899,33,1,1,1,2,4,210,2,1,1,2
256103,0.425275903832081,74,2,3,4,2,6,210,2,1,1,1
247296,2.55805268304035,81,1,2,4,1,6,210,2,1,1,1
194302,0.598223696829702,72,1,2,4,2,6,210,2,1,1,1
473177,4.18610515183975,23,2,1,1,1,3,10,1,0,0,1
347335,1.80278924045023,78,1,2,4,1,6,10,1,1,1,1
399387,0.553898322517142,70,1,2,1,1,6,210,2,2,2,1
372107,1.77649733777448,26,1,1,1,1,4,210,2,1,1,2
430894,2.8302285327851,25,1,1,3,1,4,10,1,0,0,1
147636,1.0079137553442,83,1,2,4,2,6,10,1,0,0,1
218636,1.52741006062551,54,1,2,1,1,5,210,2,1,1,2
392915,0.931816159656627,51,1,2,1,1,5,220,3,2,2,2
172643,1.35638793549876,65,1,2,4,1,6,210,2,1,1,1
338676,1.7605819851482,49,2,3,1,2,5,230,3,0,0,1
170154,0.561154174181189,43,2,2,1,1,4,210,2,2,2,2
487784,0.898429880047144,52,1,2,1,1,5,210,2,1,1,2
295118,0.865572103179894,67,2,3,1,1,6,10,1,1,1,1
156680,0.71341991211167,19,2,1,3,2,3,220,3,1,1,3
253697,1.44439900979736,13,1,1,5,2,1,220,4,1,1,4
458892,0.87100609837524,27,2,1,2,2,4,10,1,0,0,1
334884,3.12512558354922,45,1,2,1,1,5,220,3,2,2,1
242036,0.890856779631526,76,2,3,4,2,6,10,1,0,0,1
358652,0.557438635944717,66,2,2,4,1,6,210,2,2,2,2
101675,1.14607742507359,40,2,2,1,1,4,220,4,2,2,1
305117,1.89225652777398,30,2,2,1,1,4,220,3,0,0,2
145436,1.56511660737511,47,1,2,1,1,5,230,5,2,2,1
427897,0.638652927577399,20,2,1,1,1,3,220,4,2,2,4
179061,0.364562356785098,20,1,1,3,2,3,220,5,2,2,5
498218,2.4456534438483,81,1,2,1,2,6,210,2,0,0,1
183095,1.08632745590057,10,2,1,5,2,1,220,6,1,1,4
414173,1.4847602582517,21,1,1,3,1,3,220,5,0,0,4
407680,0.988851689842773,73,1,2,1,1,6,210,2,2,2,1
379908,1.28929847053385,41,1,2,1,1,4,220,3,2,2,1
117795,1.89207457477624,9,1,1,5,2,1,220,4,2,2,4
285735,3.34350136388135,83,2,3,4,1,6,10,1,1,1,1
286084,0.808655835916148,10,2,1,5,2,1,220,3,1,1,3
141892,1.54529983422247,10,2,1,5,2,1,220,4,2,2,3
252870,1.7720914688089,37,1,1,2,1,4,220,3,1,1,2
194740,1.59900663244098,14,1,1,5,2,1,220,5,2,2,4
147560,0.737531259044151,43,1,2,1,1,4,220,5,2,2,1
482936,0.520511360385267,65,1,1,1,1,6,210,2,1,1,1
155437,0.516433514119197,8,1,1,5,2,1,220,5,1,1,5
494720,1.50810967773899,47,2,4,2,1,5,230,2,1,1,1
410789,1.07750817694952,51,2,4,1,1,5,230,2,1,1,1
219391,1.19552538657952,15,2,1,3,2,2,220,3,0,0,3
469862,2.3630303159844,77,2,3,4,2,6,30,5,2,2,1
291462,0.853647810572328,53,1,1,1,1,5,30,3,2,2,2
243745,1.23188178916667,37,1,1,1,2,4,210,2,0,0,2
276915,0.49748294915264,22,1,1,3,1,3,220,4,3,3,3
229612,1.58168889903693,29,2,1,1,1,4,210,2,2,2,2
391768,1.50935907955828,52,2,2,1,1,5,210,2,1,1,1
250828,0.656362508752359,22,2,1,1,2,3,230,2,1,1,2
135084,3.79423408924046,42,1,2,1,1,4,220,3,2,2,1
488415,2.62911983909407,44,1,1,1,1,5,10,1,1,1,1
146916,0.664644757896879,9,1,1,5,2,1,220,5,1,1,3
392687,1.29338863234765,30,1,1,1,1,4,210,2,2,2,2
125825,2.63636956035916,85,1,2,4,1,6,210,2,2,2,1
164851,1.41788131316378,91,2,2,4,1,6,210,2,1,1,2
413736,0.86879914184601,53,2,1,1,2,5,220,3,1,1,2
408812,0.655460287357907,55,1,2,1,1,5,210,2,1,1,1
352593,1.60529508005064,79,1,2,4,1,6,10,1,0,0,1
153295,1.72389957858696,67,1,4,4,2,6,10,1,0,0,1
297294,0.46483144797262,40,1,2,1,1,4,220,4,2,2,1
361876,2.3232761539135,91,1,3,4,2,6,10,1,0,0,1
344163,1.27365817481543,25,1,1,1,1,4,210,2,1,1,2
109361,1.63646667314191,83,1,4,4,1,6,10,1,1,1,1
366272,1.08364441088005,28,1,2,1,1,4,210,2,1,1,2
362331,1.5243215196648,70,2,2,4,1,6,210,2,1,1,1
438748,0.87508258483485,68,1,2,4,1,6,210,2,2,2,1
183570,0.823732198386834,72,2,2,4,1,6,210,2,0,0,1
341760,0.621816237859309,67,2,2,4,1,6,210,2,1,1,2
368780,1.89829711660025,25,2,1,1,1,4,220,6,2,2,3
110457,0.817661773324669,12,2,1,5,2,1,230,2,1,1,2
468593,0.583222898246682,57,1,2,1,1,5,220,3,3,3,1
332851,0.645613705057247,49,1,2,1,1,5,220,4,3,3,1
164317,1.68423384668126,24,2,1,1,1,4,210,2,2,2,2
442862,1.27558404605826,60,2,1,1,1,5,210,2,4,4,2
176177,1.38210669790003,41,2,2,1,1,4,220,4,2,2,2
350096,0.570170031423628,44,1,2,1,1,5,220,4,1,1,1
418617,1.94663274543111,36,2,2,2,1,4,220,4,1,1,2
366087,0.865437429570584,48,1,4,1,1,5,10,1,1,1,1
462605,2.04551290712896,26,2,1,1,1,4,220,7,3,3,5
410153,1.4265963030074,84,1,2,4,1,6,210,2,1,1,1
273943,1.18616147895788,24,1,1,1,1,4,220,4,5,5,3
232123,1.59328671259735,64,2,1,4,1,5,10,1,2,2,1
132271,1.28014300715323,74,2,2,4,1,6,210,2,1,1,1
204455,0.748963914559504,32,2,1,1,1,4,10,1,1,1,1
210298,1.49810557171618,65,1,2,1,1,6,210,2,2,2,2
352849,1.63897133549078,72,1,4,4,1,6,10,1,1,1,1
263718,1.44204211009077,69,2,2,4,1,6,210,2,2,2,2
268913,0.473521541398848,59,2,2,4,1,5,210,2,1,1,2
118976,2.7320802171006,42,1,2,1,1,4,210,2,3,3,1
352197,3.02475718510029,22,1,1,1,1,3,220,3,1,1,3
101307,0.768068227377824,63,1,4,4,1,5,10,1,1,1,1
131404,0.704718306597357,72,1,1,4,1,6,10,1,1,1,1
386799,2.84913212553439,85,2,3,4,1,6,10,1,1,1,1
166427,2.13074057596896,84,2,3,4,2,6,230,2,2,2,1
308328,5.24314245822909,40,1,2,1,1,4,220,3,1,1,1
387958,1.88328412254549,37,1,2,1,1,4,220,5,1,1,1
457091,1.75769739032788,76,2,3,4,1,6,10,1,1,1,1
379014,0.471243357545084,57,2,2,2,1,5,210,2,1,1,2
237923,2.06622439166726,62,1,1,1,1,5,10,1,3,3,1
354155,1.38733390146387,59,1,2,1,1,5,210,2,2,2,1
498252,0.726504709437893,75,1,2,1,1,6,210,2,1,1,1
468282,0.82224031707085,12,2,1,5,2,1,220,7,2,2,6
251593,1.18210793885878,67,1,2,4,1,6,210,2,2,2,1
381100,0.810714606652518,54,2,2,1,1,5,220,3,0,0,1
129611,2.28817421741319,40,2,2,1,1,4,230,4,1,1,1
493930,0.901438702476992,45,1,2,1,1,5,220,3,2,2,1
118753,2.60170045491584,25,2,1,1,1,4,10,1,1,1,1
347587,1.01904618873854,79,2,1,4,1,6,10,1,1,1,1
196648,1.03681323768185,17,2,1,1,2,2,220,4,2,2,3
275218,1.85709484572503,13,2,1,5,2,1,220,4,1,1,3
154625,0.695946003767506,47,2,2,1,1,5,220,6,3,3,1
456562,0.452207266484709,46,2,2,1,1,5,220,6,2,2,2
244992,1.44194679125194,17,1,1,1,2,2,220,4,2,2,4
187042,3.23847296684225,44,2,2,1,1,5,210,2,0,0,2
442720,1.36417799868619,37,1,1,1,2,4,30,2,0,0,1
402476,0.785346067246594,52,2,2,1,1,5,210,2,2,2,1
168194,2.04563100753383,6,2,1,5,2,1,220,6,1,1,3
173543,1.85950560584949,46,1,1,2,1,5,10,1,0,0,1
124425,0.604006117152742,13,1,1,5,2,1,220,4,1,1,4
110999,0.529024175936509,34,2,1,1,1,4,220,5,2,2,1
384188,1.575831147481,56,1,2,1,1,5,210,2,2,2,1
164246,0.44498823646252,61,2,2,1,1,5,210,2,1,1,2
213831,2.53412696908295,29,2,2,1,1,4,210,2,2,2,2
100361,1.12224588738109,84,2,3,4,2,6,10,1,0,0,1
465181,2.00275557060815,30,2,1,1,1,4,10,1,1,1,1
322075,1.56097430219648,58,2,2,1,1,5,220,4,3,3,2
213980,3.02831578606179,26,1,1,1,1,4,210,2,1,1,2
230209,1.0870038447023,29,1,1,1,1,4,210,2,1,1,1
499294,1.39051071398756,60,2,4,1,1,5,10,1,1,1,1
100745,0.873727263888982,40,1,2,1,1,4,220,4,1,1,1
102384,0.281071692023747,43,1,2,1,1,4,220,5,1,1,1
236676,0.554342378170537,12,1,1,5,2,1,220,6,2,2,4
462162,0.432915479023846,54,1,2,1,1,5,210,2,2,2,2
470237,0.742950260168436,66,1,2,1,1,6,210,2,2,2,2
138887,0.62763080131442,53,2,2,1,1,5,220,5,3,3,2
384710,0.589645976006616,40,2,2,1,1,4,230,5,1,1,1
260685,2.97174392586766,87,2,3,4,2,6,10,1,0,0,1
488094,1.06782888949901,76,1,2,4,1,6,210,2,1,1,1
193948,2.69621822464255,44,1,1,1,1,5,210,2,1,1,2
140051,0.769827878743067,63,1,2,4,1,5,210,2,0,0,1
206371,1.68825396649801,38,1,1,1,1,4,220,3,2,2,3
468200,0.789518133798948,45,2,2,1,1,5,230,2,1,1,1
480706,1.06734011175824,45,2,1,1,2,5,10,1,0,0,1
352593,1.60529508005064,79,1,2,4,1,6,10,1,0,0,1
291477,1.16195293874607,47,1,2,1,1,5,220,4,1,1,1
306310,0.780687353494938,46,2,1,1,1,5,210,2,1,1,2
131933,2.2277184519633,71,1,4,2,1,6,10,1,1,1,1
115073,0.978915744387036,57,2,4,1,1,5,230,2,2,2,1
429998,1.24040313709938,35,2,2,1,1,4,220,4,1,1,1
462805,2.71821063537259,58,2,2,2,2,5,210,2,1,1,2
103345,1.24635038062541,13,1,1,5,2,1,220,4,1,1,4
298839,1.25157049910556,83,1,2,4,2,6,210,2,1,1,1
412450,0.322152905538614,73,2,2,4,1,6,210,2,2,2,2
123220,1.35505932130954,40,1,2,1,1,4,210,2,1,1,1
284461,0.74840027039483,22,1,1,1,1,3,220,3,1,1,3
228866,1.30432312119705,34,2,2,1,1,4,220,4,2,2,2
374043,3.42577681025219,34,1,2,2,1,4,30,4,2,2,3
256231,1.37730155858183,26,1,1,1,1,4,210,2,2,2,1
218767,3.68942777194025,36,1,2,1,1,4,220,4,1,1,2
201053,0.686665719846369,47,1,2,1,1,5,220,4,2,2,1
191110,0.420776265657519,67,2,2,4,1,6,210,2,1,1,2
423650,0.29024105486825,69,2,2,4,1,6,210,2,1,1,2
494790,0.439397046558699,60,1,2,4,1,5,220,3,2,2,1
149513,1.08211568295217,28,2,2,2,1,4,210,2,1,1,2
243409,1.59258928760932,86,1,2,4,2,6,210,2,1,1,1
266969,0.722231935713425,39,2,2,2,2,4,220,5,1,1,2
222093,1.58575714838286,57,2,2,2,1,5,210,2,1,1,2
486330,2.50872647396065,27,1,1,1,1,4,220,3,2,2,3
301697,1.28600326865965,39,2,2,1,1,4,220,4,2,2,1
461663,0.867417578107734,35,2,2,1,1,4,220,3,2,2,2
304378,0.523496607680832,12,1,1,5,2,1,220,5,1,1,5
434074,1.30599276791699,55,2,2,1,1,5,210,2,2,2,2
104187,1.27473536475873,24,1,1,1,1,4,30,3,1,1,1
385269,0.475624321636057,54,2,2,1,1,5,220,3,1,1,1
456689,0.393319846836067,8,2,1,5,2,1,220,4,2,2,4
248175,1.33869404359404,47,1,1,3,1,5,220,3,2,2,1
462806,1.02100157488171,8,1,1,5,2,1,220,4,1,1,4
233532,0.727966505250385,14,1,1,5,2,1,220,6,1,1,6
102649,0.941101904401294,48,1,2,1,1,5,220,3,2,2,1
443182,1.4556525692045,21,1,1,3,1,3,220,4,1,1,3
175456,0.535888388657186,54,2,1,1,1,5,10,1,1,1,1
432951,1.44878124085129,55,2,4,1,1,5,10,1,1,1,1
180350,0.862972951311876,43,1,2,1,1,4,220,4,1,1,1
281031,1.61173024836374,42,1,3,1,1,4,220,6,1,1,1
254155,0.509567040406977,68,1,1,4,1,6,10,1,1,1,1
158916,0.51730714959515,55,2,4,1,1,5,230,2,1,1,1
428742,3.55971672085203,42,2,2,1,1,4,210,2,1,1,2
442213,2.69431910630715,45,1,1,1,1,5,220,3,2,2,2
206868,1.81560890510943,17,2,1,1,2,2,220,4,2,2,3
310385,1.36030091447037,65,2,2,4,1,6,210,2,1,1,2
296899,1.77328603816853,87,1,3,4,2,6,10,1,0,0,1
357497,1.81793223557878,53,1,4,1,1,5,10,1,1,1,1
184072,0.445747628792277,53,1,2,1,1,5,30,6,3,3,1
218745,3.72026416044648,28,1,1,1,1,4,30,3,1,1,2
300726,1.93782639094725,68,1,1,4,1,6,10,1,1,1,1
109621,2.02107548135473,23,1,1,2,1,3,220,5,2,2,3
234624,1.13919103578454,49,1,2,1,1,5,10,1,1,1,1
