household_id,person_id,age,m_age,w_age_group,m_age_group,birth_av,births_count,census_count,birth_prob,p_hat_binom,simulated_birth
100016,24,61,72.0,50+,70+,0,0.0,117936.0,0.0,2.3671181091166594e-07,False
1141910,26,61,72.0,50+,70+,0,0.0,117936.0,0.0,2.3671181091166594e-07,False
1662857,27,61,72.0,50+,70+,0,0.0,117936.0,0.0,2.3671181091166594e-07,False
100037,45,54,54.0,50+,50-59,0,0.0,352968.0,0.0,3.1552952460732713e-06,False
100044,51,46,57.0,45-49,50-59,0,9.0,189672.0,4.74503353157029e-05,9.539997135227875e-05,False
620997,63,49,50.0,45-49,50-59,0,9.0,189672.0,4.74503353157029e-05,9.539997135227875e-05,False
100063,82,53,55.0,50+,50-59,0,0.0,352968.0,0.0,3.1552952460732713e-06,False
100068,86,52,47.0,50+,45-49,0,2.0,47880.0,4.177109440267335e-05,4.154767288364995e-06,False
100099,110,52,47.0,50+,45-49,0,2.0,47880.0,4.177109440267335e-05,4.154767288364995e-06,False
100109,121,54,43.0,50+,40-44,0,0.0,10416.0,0.0,3.932925480873041e-06,False
100159,150,45,41.0,45-49,40-44,0,18.0,40152.0,0.00044829647340107593,0.00011890882447483237,False
100185,185,43,52.0,40-44,50-59,0,58.0,70728.0,0.0008200429815631716,0.0013591476042949789,False
100203,199,53,54.0,50+,50-59,0,0.0,352968.0,0.0,3.1552952460732713e-06,False
621150,200,53,54.0,50+,50-59,0,0.0,352968.0,0.0,3.1552952460732713e-06,False
1142097,201,53,54.0,50+,50-59,0,0.0,352968.0,0.0,3.1552952460732713e-06,False
100219,216,92,73.0,50+,70+,0,0.0,117936.0,0.0,2.3671181091166594e-07,False
100236,224,48,52.0,45-49,50-59,0,9.0,189672.0,4.74503353157029e-05,9.539997135227875e-05,False
100240,231,40,49.0,40-44,45-49,0,205.0,162792.0,0.0012592756400805936,0.0017889031296076739,False
621187,232,40,49.0,40-44,45-49,0,205.0,162792.0,0.0012592756400805936,0.0017889031296076739,False
1142134,233,40,49.0,40-44,45-49,0,205.0,162792.0,0.0012592756400805936,0.0017889031296076739,False
100279,279,34,35.0,30-34,35-39,0,1382.0,90552.0,0.015261948935418324,0.017548514522243826,False
100282,286,42,44.0,40-44,40-44,0,306.0,215880.0,0.0014174541411895497,0.001693546893182707,False
621229,287,42,44.0,40-44,40-44,0,306.0,215880.0,0.0014174541411895497,0.001693546893182707,False
621243,309,58,54.0,50+,50-59,0,0.0,352968.0,0.0,3.1552952460732713e-06,False
100410,351,66,66.0,50+,60-69,0,0.0,207144.0,0.0,2.8123533664383946e-06,False
621357,352,66,66.0,50+,60-69,0,0.0,207144.0,0.0,2.8123533664383946e-06,False
100426,367,52,67.0,50+,60-69,0,0.0,207144.0,0.0,2.8123533664383946e-06,False
100442,392,48,49.0,45-49,45-49,0,14.0,192360.0,7.27802037845706e-05,0.00012561521763285988,False
621389,393,48,49.0,45-49,45-49,0,14.0,192360.0,7.27802037845706e-05,0.00012561521763285988,False
1142336,394,48,49.0,45-49,45-49,0,14.0,192360.0,7.27802037845706e-05,0.00012561521763285988,False
100452,416,34,37.0,30-34,35-39,0,1382.0,90552.0,0.015261948935418324,0.017548514522243826,False
621399,417,34,37.0,30-34,35-39,0,1382.0,90552.0,0.015261948935418324,0.017548514522243826,False
1663293,419,34,37.0,30-34,35-39,0,1382.0,90552.0,0.015261948935418324,0.017548514522243826,False
100453,422,45,51.0,45-49,50-59,0,9.0,189672.0,4.74503353157029e-05,9.539997135227875e-05,False
621400,423,45,51.0,45-49,50-59,0,9.0,189672.0,4.74503353157029e-05,9.539997135227875e-05,False
100504,458,53,59.0,50+,50-59,0,0.0,352968.0,0.0,3.1552952460732713e-06,False
621451,459,53,59.0,50+,50-59,0,0.0,352968.0,0.0,3.1552952460732713e-06,False
100529,481,32,34.0,30-34,30-34,0,1833.0,101808.0,0.018004479019330503,0.018934715760027986,False
621476,482,32,34.0,30-34,30-34,0,1833.0,101808.0,0.018004479019330503,0.018934715760027986,False
1142423,483,32,34.0,30-34,30-34,0,1833.0,101808.0,0.018004479019330503,0.018934715760027986,False
100537,491,80,82.0,50+,70+,0,0.0,117936.0,0.0,2.3671181091166594e-07,False
100540,497,56,58.0,50+,50-59,0,0.0,352968.0,0.0,3.1552952460732713e-06,False
621487,498,56,58.0,50+,50-59,0,0.0,352968.0,0.0,3.1552952460732713e-06,False
100549,509,55,56.0,50+,50-59,0,0.0,352968.0,0.0,3.1552952460732713e-06,False
100565,523,30,32.0,30-34,30-34,0,1833.0,101808.0,0.018004479019330503,0.018934715760027986,False
100581,526,57,57.0,50+,50-59,0,0.0,352968.0,0.0,3.1552952460732713e-06,False
100609,546,34,36.0,30-34,35-39,0,1382.0,90552.0,0.015261948935418324,0.017548514522243826,False
100616,551,50,58.0,50+,50-59,0,0.0,352968.0,0.0,3.1552952460732713e-06,False
621563,552,50,58.0,50+,50-59,0,0.0,352968.0,0.0,3.1552952460732713e-06,False
1142510,553,50,58.0,50+,50-59,0,0.0,352968.0,0.0,3.1552952460732713e-06,False
100632,571,71,69.0,50+,60-69,0,0.0,207144.0,0.0,2.8123533664383946e-06,False
621584,576,42,43.0,40-44,40-44,0,306.0,215880.0,0.0014174541411895497,0.001693546893182707,False
100642,586,47,47.0,45-49,45-49,0,14.0,192360.0,7.27802037845706e-05,0.00012561521763285988,False
621589,587,47,47.0,45-49,45-49,0,14.0,192360.0,7.27802037845706e-05,0.00012561521763285988,False
1142536,588,47,47.0,45-49,45-49,0,14.0,192360.0,7.27802037845706e-05,0.00012561521763285988,False
621611,611,52,63.0,50+,60-69,0,0.0,207144.0,0.0,2.8123533664383946e-06,False
100690,627,56,57.0,50+,50-59,0,0.0,352968.0,0.0,3.1552952460732713e-06,False
100695,632,57,66.0,50+,60-69,0,0.0,207144.0,0.0,2.8123533664383946e-06,False
100735,649,49,55.0,45-49,50-59,0,9.0,189672.0,4.74503353157029e-05,9.539997135227875e-05,False
100815,686,70,72.0,50+,70+,0,0.0,117936.0,0.0,2.3671181091166594e-07,False
100822,698,66,72.0,50+,70+,0,0.0,117936.0,0.0,2.3671181091166594e-07,False
621769,699,66,72.0,50+,70+,0,0.0,117936.0,0.0,2.3671181091166594e-07,False
100842,732,50,54.0,50+,50-59,0,0.0,352968.0,0.0,3.1552952460732713e-06,False
100851,742,39,56.0,35-39,50-59,0,108.0,18984.0,0.005689001264222503,0.005942806010058874,False
621798,743,39,56.0,35-39,50-59,0,108.0,18984.0,0.005689001264222503,0.005942806010058874,False
1142770,756,32,31.0,30-34,30-34,0,1833.0,101808.0,0.018004479019330503,0.018934715760027986,False
100912,779,40,59.0,40-44,50-59,0,58.0,70728.0,0.0008200429815631716,0.0013591476042949789,False
621859,780,40,59.0,40-44,50-59,0,58.0,70728.0,0.0008200429815631716,0.0013591476042949789,False
100926,787,48,51.0,45-49,50-59,0,9.0,189672.0,4.74503353157029e-05,9.539997135227875e-05,False
100975,808,49,50.0,45-49,50-59,0,9.0,189672.0,4.74503353157029e-05,9.539997135227875e-05,False
101036,848,45,51.0,45-49,50-59,0,9.0,189672.0,4.74503353157029e-05,9.539997135227875e-05,False
621983,849,45,51.0,45-49,50-59,0,9.0,189672.0,4.74503353157029e-05,9.539997135227875e-05,False
101083,881,57,62.0,50+,60-69,0,0.0,207144.0,0.0,2.8123533664383946e-06,False
101169,911,56,71.0,50+,70+,0,0.0,117936.0,0.0,2.3671181091166594e-07,False
101192,921,58,59.0,50+,50-59,0,0.0,352968.0,0.0,3.1552952460732713e-06,False
101198,925,62,60.0,50+,60-69,0,0.0,207144.0,0.0,2.8123533664383946e-06,False
101241,943,55,62.0,50+,60-69,0,0.0,207144.0,0.0,2.8123533664383946e-06,False
101303,964,46,49.0,45-49,45-49,0,14.0,192360.0,7.27802037845706e-05,0.00012561521763285988,False
101305,970,47,49.0,45-49,45-49,0,14.0,192360.0,7.27802037845706e-05,0.00012561521763285988,False
622265,986,53,57.0,50+,50-59,0,0.0,352968.0,0.0,3.1552952460732713e-06,False
101322,994,51,49.0,50+,45-49,0,2.0,47880.0,4.177109440267335e-05,4.154767288364995e-06,False
1143216,996,51,49.0,50+,45-49,0,2.0,47880.0,4.177109440267335e-05,4.154767288364995e-06,False
101351,1072,51,54.0,50+,50-59,0,0.0,352968.0,0.0,3.1552952460732713e-06,False
622298,1073,51,54.0,50+,50-59,0,0.0,352968.0,0.0,3.1552952460732713e-06,False
1143245,1074,51,54.0,50+,50-59,0,0.0,352968.0,0.0,3.1552952460732713e-06,False
