household_id,person_id,age,m_age,w_age_group,m_age_group,birth_av,births_count,census_count,birth_prob,p_hat_binom,simulated_birth
100016,24,68,79.0,50+,70+,0,0.0,117936.0,0.0,2.3671181091166594e-07,False
1662857,27,68,79.0,50+,70+,0,0.0,117936.0,0.0,2.3671181091166594e-07,False
100037,45,61,61.0,50+,60-69,0,0.0,207144.0,0.0,2.8123533664383946e-06,False
100044,51,53,64.0,50+,60-69,0,0.0,207144.0,0.0,2.8123533664383946e-06,False
620997,63,56,57.0,50+,50-59,0,0.0,352968.0,0.0,3.1552952460732713e-06,False
100063,82,60,62.0,50+,60-69,0,0.0,207144.0,0.0,2.8123533664383946e-06,False
100068,86,59,54.0,50+,50-59,0,0.0,352968.0,0.0,3.1552952460732713e-06,False
100099,110,59,54.0,50+,50-59,0,0.0,352968.0,0.0,3.1552952460732713e-06,False
100109,121,61,50.0,50+,50-59,0,0.0,352968.0,0.0,3.1552952460732713e-06,False
100159,150,52,48.0,50+,45-49,0,2.0,47880.0,4.177109440267335e-05,4.154767288364995e-06,False
100185,185,50,59.0,50+,50-59,0,0.0,352968.0,0.0,3.1552952460732713e-06,False
100203,199,60,61.0,50+,60-69,0,0.0,207144.0,0.0,2.8123533664383946e-06,False
621150,200,60,61.0,50+,60-69,0,0.0,207144.0,0.0,2.8123533664383946e-06,False
100219,216,99,80.0,50+,70+,0,0.0,117936.0,0.0,2.3671181091166594e-07,False
100236,224,55,59.0,50+,50-59,0,0.0,352968.0,0.0,3.1552952460732713e-06,False
621187,232,47,56.0,45-49,50-59,0,9.0,189672.0,4.74503353157029e-05,9.539997135227875e-05,False
1142134,233,47,56.0,45-49,50-59,0,9.0,189672.0,4.74503353157029e-05,9.539997135227875e-05,False
100279,279,41,42.0,40-44,40-44,0,306.0,215880.0,0.0014174541411895497,0.001693546893182707,False
621229,287,49,51.0,45-49,50-59,0,9.0,189672.0,4.74503353157029e-05,9.539997135227875e-05,False
621243,309,65,61.0,50+,60-69,0,0.0,207144.0,0.0,2.8123533664383946e-06,False
100410,351,73,73.0,50+,70+,0,0.0,117936.0,0.0,2.3671181091166594e-07,False
100426,367,59,74.0,50+,70+,0,0.0,117936.0,0.0,2.3671181091166594e-07,False
100442,392,55,56.0,50+,50-59,0,0.0,352968.0,0.0,3.1552952460732713e-06,False
621389,393,55,56.0,50+,50-59,0,0.0,352968.0,0.0,3.1552952460732713e-06,False
1142336,394,55,56.0,50+,50-59,0,0.0,352968.0,0.0,3.1552952460732713e-06,False
100452,416,41,44.0,40-44,40-44,0,306.0,215880.0,0.0014174541411895497,0.001693546893182707,False
621399,417,41,44.0,40-44,40-44,0,306.0,215880.0,0.0014174541411895497,0.001693546893182707,False
1663293,419,41,44.0,40-44,40-44,0,306.0,215880.0,0.0014174541411895497,0.001693546893182707,False
100453,422,52,58.0,50+,50-59,0,0.0,352968.0,0.0,3.1552952460732713e-06,False
100504,458,60,66.0,50+,60-69,0,0.0,207144.0,0.0,2.8123533664383946e-06,False
621451,459,60,66.0,50+,60-69,0,0.0,207144.0,0.0,2.8123533664383946e-06,False
621476,482,39,41.0,35-39,40-44,0,850.0,137088.0,0.006200396825396825,0.007396597613665533,False
621487,498,63,65.0,50+,60-69,0,0.0,207144.0,0.0,2.8123533664383946e-06,False
100549,509,62,63.0,50+,60-69,0,0.0,207144.0,0.0,2.8123533664383946e-06,False
100581,526,64,64.0,50+,60-69,0,0.0,207144.0,0.0,2.8123533664383946e-06,False
100609,546,41,43.0,40-44,40-44,0,306.0,215880.0,0.0014174541411895497,0.001693546893182707,False
100616,551,57,65.0,50+,60-69,0,0.0,207144.0,0.0,2.8123533664383946e-06,False
621563,552,57,65.0,50+,60-69,0,0.0,207144.0,0.0,2.8123533664383946e-06,False
1142510,553,57,65.0,50+,60-69,0,0.0,207144.0,0.0,2.8123533664383946e-06,False
100632,571,78,76.0,50+,70+,0,0.0,117936.0,0.0,2.3671181091166594e-07,False
621584,576,49,50.0,45-49,50-59,0,9.0,189672.0,4.74503353157029e-05,9.539997135227875e-05,False
100642,586,54,54.0,50+,50-59,0,0.0,352968.0,0.0,3.1552952460732713e-06,False
621589,587,54,54.0,50+,50-59,0,0.0,352968.0,0.0,3.1552952460732713e-06,False
1142536,588,54,54.0,50+,50-59,0,0.0,352968.0,0.0,3.1552952460732713e-06,False
621611,611,59,70.0,50+,70+,0,0.0,117936.0,0.0,2.3671181091166594e-07,False
100690,627,63,64.0,50+,60-69,0,0.0,207144.0,0.0,2.8123533664383946e-06,False
100735,649,56,62.0,50+,60-69,0,0.0,207144.0,0.0,2.8123533664383946e-06,False
100815,686,77,79.0,50+,70+,0,0.0,117936.0,0.0,2.3671181091166594e-07,False
100822,698,73,79.0,50+,70+,0,0.0,117936.0,0.0,2.3671181091166594e-07,False
100842,732,57,61.0,50+,60-69,0,0.0,207144.0,0.0,2.8123533664383946e-06,False
100851,742,46,63.0,45-49,60-69,0,1.0,17136.0,5.835667600373483e-05,8.503201748989225e-05,False
1142770,756,39,38.0,35-39,35-39,0,1311.0,116256.0,0.011276837324525186,0.011972033261271534,False
100912,779,47,66.0,45-49,60-69,0,1.0,17136.0,5.835667600373483e-05,8.503201748989225e-05,False
100975,808,56,57.0,50+,50-59,0,0.0,352968.0,0.0,3.1552952460732713e-06,False
101036,848,52,58.0,50+,50-59,0,0.0,352968.0,0.0,3.1552952460732713e-06,False
621983,849,52,58.0,50+,50-59,0,0.0,352968.0,0.0,3.1552952460732713e-06,False
101083,881,64,69.0,50+,60-69,0,0.0,207144.0,0.0,2.8123533664383946e-06,False
101169,911,63,78.0,50+,70+,0,0.0,117936.0,0.0,2.3671181091166594e-07,False
101192,921,65,66.0,50+,60-69,0,0.0,207144.0,0.0,2.8123533664383946e-06,False
101198,925,69,67.0,50+,60-69,0,0.0,207144.0,0.0,2.8123533664383946e-06,False
101241,943,62,69.0,50+,60-69,0,0.0,207144.0,0.0,2.8123533664383946e-06,False
622265,986,60,64.0,50+,60-69,0,0.0,207144.0,0.0,2.8123533664383946e-06,False
101322,994,58,56.0,50+,50-59,0,0.0,352968.0,0.0,3.1552952460732713e-06,False
1143216,996,58,56.0,50+,50-59,0,0.0,352968.0,0.0,3.1552952460732713e-06,False
622298,1073,58,61.0,50+,60-69,0,0.0,207144.0,0.0,2.8123533664383946e-06,False
1143245,1074,58,61.0,50+,60-69,0,0.0,207144.0,0.0,2.8123533664383946e-06,False
101356,1093,63,69.0,50+,60-69,0,0.0,207144.0,0.0,2.8123533664383946e-06,False
622303,1094,63,69.0,50+,60-69,0,0.0,207144.0,0.0,2.8123533664383946e-06,False
1143250,1095,63,69.0,50+,60-69,0,0.0,207144.0,0.0,2.8123533664383946e-06,False
1664197,1096,63,69.0,50+,60-69,0,0.0,207144.0,0.0,2.8123533664383946e-06,False
101358,1107,53,55.0,50+,50-59,0,0.0,352968.0,0.0,3.1552952460732713e-06,False
622305,1108,53,55.0,50+,50-59,0,0.0,352968.0,0.0,3.1552952460732713e-06,False
101461,1214,58,57.0,50+,50-59,0,0.0,352968.0,0.0,3.1552952460732713e-06,False
622408,1215,58,57.0,50+,50-59,0,0.0,352968.0,0.0,3.1552952460732713e-06,False
101487,1243,57,69.0,50+,60-69,0,0.0,207144.0,0.0,2.8123533664383946e-06,False
101491,1247,57,67.0,50+,60-69,0,0.0,207144.0,0.0,2.8123533664383946e-06,False
101533,1277,40,43.0,40-44,40-44,0,306.0,215880.0,0.0014174541411895497,0.001693546893182707,False
101621,1341,83,86.0,50+,70+,0,0.0,117936.0,0.0,2.3671181091166594e-07,False
101637,1354,61,64.0,50+,60-69,0,0.0,207144.0,0.0,2.8123533664383946e-06,False
101775,1433,48,48.0,45-49,45-49,0,14.0,192360.0,7.27802037845706e-05,0.00012561521763285988,False
101778,1437,60,55.0,50+,50-59,0,0.0,352968.0,0.0,3.1552952460732713e-06,False
101813,1453,54,54.0,50+,50-59,0,0.0,352968.0,0.0,3.1552952460732713e-06,False
101869,1475,61,68.0,50+,60-69,0,0.0,207144.0,0.0,2.8123533664383946e-06,False
101883,1485,42,45.0,40-44,45-49,0,205.0,162792.0,0.0012592756400805936,0.0017889031296076739,False
101889,1500,52,52.0,50+,50-59,0,0.0,352968.0,0.0,3.1552952460732713e-06,False
