person_id,birth,gender,primary_hh,death
45823,1940,F,5762954.0,2017
45824,1967,F,229495.0,9999
45825,1959,M,5762956.0,9999
45826,1959,M,5762957.0,9999
45827,1959,M,5762958.0,9999
45828,1959,M,5762959.0,9999
45829,1959,M,5762960.0,9999
45830,1959,M,5762961.0,9999
45831,1968,F,5762962.0,9999
45832,1968,F,5762963.0,9999
45833,1968,F,5762964.0,9999
45834,1968,F,5762965.0,9999
45835,1968,F,5762966.0,9999
45836,1968,F,5762967.0,9999
45837,1933,F,5762968.0,9999
45838,1943,F,5762969.0,9999
45839,1965,M,5762970.0,9999
45840,1962,F,5762971.0,9999
45841,1962,F,5762972.0,9999
45842,1983,M,229506.0,9999
45843,1983,M,750453.0,9999
45844,1986,M,229506.0,9999
45845,1986,M,750453.0,9999
45846,1943,M,5762977.0,9999
45847,1943,M,5762978.0,9999
45848,1962,M,5762979.0,9999
45849,1962,M,5762980.0,9999
45850,1962,M,5762981.0,9999
45851,1968,F,5762982.0,9999
45852,1968,F,5762983.0,9999
45853,1968,F,5762984.0,9999
45854,1998,M,229514.0,9999
45855,1998,M,750461.0,9999
45856,1998,M,1271408.0,9999
45857,1936,F,5762988.0,2023
45858,1964,F,229515.0,9999
45859,1965,M,5762990.0,9999
45860,1965,M,5762991.0,9999
45861,1965,M,5762992.0,9999
45862,1971,F,5762993.0,9999
45863,1971,F,5762994.0,2025
45864,1971,F,5762995.0,9999
45865,2004,M,229517.0,9999
45866,2004,M,750464.0,9999
45867,2004,M,1271411.0,9999
45868,2006,F,229517.0,9999
45869,2006,F,750464.0,9999
45870,2006,F,1271411.0,9999
45871,1966,M,5763002.0,9999
45872,1966,M,5763003.0,2016
45873,1971,F,5763004.0,9999
45874,1971,F,5763005.0,9999
45875,1998,M,229519.0,9999
45876,1998,M,750466.0,9999
45877,2001,F,229519.0,9999
45878,2001,F,750466.0,9999
45879,1926,F,5763010.0,2013
45880,1926,F,5763011.0,2012
45881,1926,F,5763012.0,2016
45882,1977,M,5763013.0,9999
45883,1977,M,5763014.0,9999
45884,1982,M,5763015.0,9999
45885,1982,M,5763016.0,9999
45886,1982,M,5763017.0,9999
45887,1982,M,5763018.0,9999
45888,1982,M,5763019.0,9999
45889,1982,M,5763020.0,9999
45890,1983,F,5763021.0,9999
45891,1983,F,5763022.0,9999
45892,1983,F,5763023.0,9999
45893,1983,F,5763024.0,9999
45894,1983,F,5763025.0,9999
45895,1983,F,5763026.0,9999
45896,2008,F,229523.0,9999
45897,2008,F,750470.0,9999
45898,2008,F,1271417.0,9999
45899,2008,F,1792364.0,9999
45900,2008,F,2313311.0,9999
45901,2008,F,2834258.0,9999
45902,1937,M,5763033.0,2016
45903,1937,M,5763034.0,2022
45904,1937,M,5763035.0,2022
45905,1941,F,5763036.0,9999
45906,1941,F,5763037.0,9999
45907,1941,F,5763038.0,9999
45908,1952,M,5763039.0,2023
45909,1952,M,5763040.0,9999
45910,1952,M,5763041.0,9999
45911,1957,M,5763042.0,2020
45912,1957,M,5763043.0,9999
45913,1957,M,5763044.0,9999
45914,1957,M,5763045.0,9999
45915,1962,F,5763046.0,9999
45916,1962,F,5763047.0,9999
45917,1962,F,5763048.0,9999
45918,1962,F,5763049.0,9999
45919,1992,M,229527.0,9999
45920,1992,M,750474.0,9999
45921,1992,M,1271421.0,9999
45922,1992,M,1792368.0,9999
45923,1973,F,5763054.0,2021
45924,1973,F,5763055.0,9999
45925,1973,F,5763056.0,9999
45926,1973,F,5763057.0,9999
45927,1973,F,5763058.0,9999
45928,1981,M,5763059.0,9999
45929,1981,M,5763060.0,9999
45930,1981,M,5763061.0,9999
45931,1981,M,5763062.0,9999
45932,1981,M,5763063.0,9999
45933,2007,M,229529.0,9999
45934,2007,M,750476.0,9999
45935,2007,M,1271423.0,9999
45936,2007,M,1792370.0,9999
45937,2007,M,2313317.0,9999
45938,1954,M,5763069.0,2016
45939,1954,M,5763070.0,9999
45940,1957,F,5763071.0,9999
45941,1957,F,5763072.0,9999
45942,1942,M,5763073.0,9999
45943,1943,F,5763074.0,9999
45944,1930,F,5763075.0,2015
45945,1930,F,5763076.0,2021
45946,1952,M,5763077.0,9999
45947,1952,M,5763078.0,9999
45948,1955,F,5763079.0,9999
45949,1955,F,5763080.0,9999
45950,1985,M,229543.0,9999
45951,1985,M,750490.0,9999
45952,1953,M,5763083.0,9999
45953,1953,M,5763084.0,2024
45954,1953,M,5763085.0,2017
45955,1956,F,5763086.0,9999
45956,1956,F,5763087.0,9999
45957,1956,F,5763088.0,9999
45958,1986,F,229544.0,9999
45959,1986,F,750491.0,9999
45960,1986,F,1271438.0,9999
45961,1994,F,229544.0,9999
45962,1994,F,750491.0,9999
45963,1994,F,1271438.0,9999
45964,1960,M,5763095.0,9999
45965,1960,M,5763096.0,2020
45966,1960,M,5763097.0,9999
45967,1960,M,5763098.0,9999
45968,1990,M,229547.0,9999
45969,1990,M,750494.0,9999
45970,1990,M,1271441.0,9999
45971,1990,M,1792388.0,9999
45972,1977,M,5763103.0,9999
45973,1977,M,5763104.0,9999
45974,1980,F,5763105.0,9999
45975,1980,F,5763106.0,9999
45976,1974,F,5763107.0,9999
45977,1974,F,5763108.0,9999
45978,1974,F,5763109.0,9999
45979,1974,F,5763110.0,9999
45980,1974,F,5763111.0,9999
45981,1974,F,5763112.0,9999
45982,1977,M,5763113.0,9999
45983,1977,M,5763114.0,9999
45984,1977,M,5763115.0,9999
45985,1977,M,5763116.0,9999
45986,1977,M,5763117.0,9999
45987,1977,M,5763118.0,9999
45988,1971,F,5763119.0,9999
45989,1971,F,5763120.0,9999
45990,1971,F,5763121.0,9999
45991,1935,M,5763122.0,9999
45992,1935,M,5763123.0,2019
45993,1942,F,5763124.0,9999
45994,1942,F,5763125.0,9999
45995,1952,M,5763126.0,9999
45996,1954,F,5763127.0,9999
45997,1957,F,229558.0,9999
45998,1993,M,229558.0,9999
45999,1979,M,5763130.0,9999
46000,1979,M,5763131.0,9999
46001,1982,F,5763132.0,9999
46002,1982,F,5763133.0,9999
46003,2009,M,229559.0,9999
46004,2009,M,750506.0,9999
46005,1965,M,5763136.0,9999
46006,1967,F,5763137.0,9999
46007,1998,M,229564.0,9999
46008,1954,M,5763139.0,9999
46009,1954,M,5763140.0,9999
46010,1958,F,5763141.0,9999
46011,1958,F,5763142.0,9999
46012,1982,M,229565.0,9999
46013,1982,M,750512.0,9999
46014,1984,M,229565.0,9999
46015,1984,M,750512.0,9999
46016,1986,M,229565.0,9999
46017,1986,M,750512.0,9999
46018,1940,F,5763149.0,9999
46019,1940,M,5763150.0,2025
46020,1948,F,5763151.0,9999
46021,1948,F,5763152.0,9999
46022,1948,F,5763153.0,9999
46023,1949,M,5763154.0,9999
46024,1949,M,5763155.0,2024
46025,1949,M,5763156.0,9999
46026,1982,M,229568.0,9999
46027,1982,M,750515.0,9999
46028,1982,M,1271462.0,9999
46029,1971,M,5763160.0,9999
46030,1978,F,5763161.0,9999
46031,2002,M,229569.0,9999
46032,2006,F,229569.0,9999
46033,2008,M,229569.0,9999
46034,2010,M,229569.0,9999
46035,1956,M,5763166.0,9999
46036,1956,M,5763167.0,9999
46037,1948,M,5763168.0,9999
46038,1948,M,5763169.0,9999
46039,1956,F,5763170.0,9999
46040,1956,F,5763171.0,9999
46041,1987,M,229574.0,9999
46042,1987,M,750521.0,9999
46043,1990,F,229574.0,9999
46044,1990,F,750521.0,9999
46045,1945,F,5763176.0,9999
46046,1945,F,5763177.0,9999
46047,1975,M,5763178.0,9999
46048,1979,F,5763179.0,9999
46049,2005,M,229576.0,9999
46050,2006,M,229576.0,9999
46051,2006,M,229576.0,9999
46052,1936,F,5763183.0,9999
46053,1936,F,5763184.0,9999
46054,1936,F,5763185.0,9999
46055,1936,F,5763186.0,2021
46056,1940,F,5763187.0,9999
46057,1968,M,5763188.0,9999
46058,1968,M,5763189.0,9999
46059,1974,F,5763190.0,9999
46060,1974,F,5763191.0,9999
46061,2009,M,229582.0,9999
46062,2009,M,750529.0,9999
46063,1976,F,5763194.0,9999
46064,1978,M,5763195.0,9999
46065,2010,F,229585.0,9999
46066,1940,M,5763197.0,9999
46067,1940,M,5763198.0,2025
46068,1940,M,5763199.0,2021
46069,1940,M,5763200.0,9999
46070,1962,F,5763201.0,9999
46071,1962,F,5763202.0,9999
46072,1962,F,5763203.0,9999
46073,1962,F,5763204.0,9999
46074,1994,M,229588.0,9999
46075,1994,M,750535.0,9999
46076,1994,M,1271482.0,9999
46077,1994,M,1792429.0,9999
46078,1970,F,5763209.0,9999
46079,1970,F,5763210.0,9999
46080,1970,F,5763211.0,9999
46081,1970,F,5763212.0,9999
46082,2004,F,229590.0,9999
46083,2004,F,750537.0,9999
46084,2004,F,1271484.0,9999
46085,2004,F,1792431.0,9999
46092,1966,M,5763223.0,9999
46093,1966,M,5763224.0,9999
46094,1971,F,5763225.0,9999
46095,1971,F,5763226.0,9999
46096,2000,F,229593.0,9999
46097,2000,F,750540.0,9999
46098,2002,M,229593.0,9999
46099,2002,M,750540.0,9999
46100,1953,F,5763231.0,9999
46101,1953,F,5763232.0,9999
46102,1953,F,5763233.0,9999
46103,1953,F,5763234.0,9999
46104,1953,F,5763235.0,9999
46105,1953,M,5763236.0,9999
46106,1953,M,5763237.0,2021
46107,1953,M,5763238.0,9999
46108,1953,M,5763239.0,9999
46109,1953,M,5763240.0,9999
46110,1986,F,229595.0,9999
46111,1986,F,750542.0,9999
46112,1986,F,1271489.0,9999
46113,1986,F,1792436.0,9999
46114,1986,F,2313383.0,9999
46115,1991,M,229595.0,2019
46116,1991,M,750542.0,9999
46117,1991,M,1271489.0,9999
46118,1991,M,1792436.0,9999
46119,1991,M,2313383.0,9999
46120,1942,M,5763251.0,2020
46121,1942,M,5763252.0,2010
46122,1947,F,5763253.0,9999
46123,1947,F,5763254.0,9999
46124,1955,M,5763255.0,2020
46125,1957,F,5763256.0,9999
46126,1985,M,229599.0,9999
46127,1958,F,5763258.0,9999
46128,1958,F,5763259.0,9999
46129,1958,F,5763260.0,9999
46130,1988,M,229600.0,9999
46131,1988,M,750547.0,9999
46132,1988,M,1271494.0,9999
46133,1954,F,5763264.0,9999
46134,1958,M,5763265.0,9999
46135,1958,M,5763266.0,9999
46136,1988,M,229603.0,9999
46137,1988,M,750550.0,9999
46138,1930,M,5763269.0,2023
46139,1930,M,5763270.0,2015
46140,1932,F,5763271.0,2020
46141,1932,F,5763272.0,9999
46142,1947,M,5763273.0,9999
46143,1954,F,5763274.0,9999
46144,1985,M,229606.0,9999
46145,1952,M,5763276.0,9999
46146,1952,M,5763277.0,9999
46147,1952,M,5763278.0,9999
46148,1955,F,5763279.0,2018
46149,1955,F,5763280.0,9999
46150,1955,F,5763281.0,9999
46151,1983,M,229607.0,9999
46152,1983,M,750554.0,9999
46153,1983,M,1271501.0,9999
46154,1969,M,5763285.0,9999
46155,1970,F,5763286.0,9999
46156,1997,M,229609.0,9999
46157,1999,M,229609.0,9999
46158,2001,M,229609.0,9999
46159,1937,M,5763290.0,2014
46160,1941,F,5763291.0,2012
46161,1940,M,5763292.0,2022
46162,1940,M,5763293.0,9999
46163,1940,M,5763294.0,2025
46164,1940,M,5763295.0,9999
46165,1978,F,229612.0,9999
46166,1978,F,750559.0,9999
46167,1978,F,1271506.0,9999
46168,1978,F,1792453.0,9999
46169,1946,M,5763300.0,9999
46170,1948,F,5763301.0,9999
46171,1951,M,5763302.0,9999
46172,1951,M,5763303.0,9999
46173,1963,F,5763304.0,9999
46174,1963,F,5763305.0,9999
46175,1991,M,229615.0,9999
46176,1991,M,750562.0,9999
46177,1993,M,229615.0,9999
46178,1993,M,750562.0,9999
46179,1971,F,5763310.0,9999
46180,1971,F,5763311.0,9999
46181,1971,F,5763312.0,9999
46182,2006,M,229617.0,9999
46183,2006,M,750564.0,9999
46184,2006,M,1271511.0,9999
46185,1927,F,5763316.0,2012
46186,1927,F,5763317.0,9999
46187,1927,M,5763318.0,2010
46188,1927,M,5763319.0,2010
46189,1935,F,5763320.0,2016
46190,1960,M,5763321.0,9999
46191,1964,F,5763322.0,9999
46192,1999,M,229622.0,9999
46193,1953,M,5763324.0,9999
46194,1967,F,5763325.0,9999
46195,1935,M,5763326.0,9999
46196,1935,M,5763327.0,9999
46197,1941,F,5763328.0,9999
46198,1941,F,5763329.0,2020
46199,1937,M,5763330.0,9999
46200,1937,M,5763331.0,2021
46201,1926,F,5763332.0,2018
46202,1970,M,5763333.0,9999
46203,1970,M,5763334.0,9999
46204,1970,F,5763335.0,9999
46205,1970,F,5763336.0,9999
46206,2001,F,229640.0,9999
46207,2001,F,750587.0,9999
46208,2004,M,229640.0,9999
46209,2004,M,750587.0,9999
46210,1968,M,5763341.0,9999
46211,1968,M,5763342.0,9999
46212,1968,M,5763343.0,9999
46213,1968,M,5763344.0,9999
46214,1974,F,5763345.0,9999
46215,1974,F,5763346.0,9999
46216,1974,F,5763347.0,9999
46217,1974,F,5763348.0,9999
46218,1989,M,229644.0,9999
46219,1989,M,750591.0,9999
46220,1989,M,1271538.0,9999
46221,1989,M,1792485.0,9999
46222,1993,M,229644.0,9999
46223,1993,M,750591.0,9999
46224,1993,M,1271538.0,9999
46225,1993,M,1792485.0,9999
46226,1999,F,229644.0,9999
46227,1999,F,750591.0,9999
46228,1999,F,1271538.0,9999
46229,1999,F,1792485.0,9999
46230,2010,F,229644.0,9999
46231,2010,F,750591.0,9999
46232,2010,F,1271538.0,9999
46233,2010,F,1792485.0,9999
46234,1930,F,5763365.0,2013
46235,1931,M,5763366.0,2022
46236,1948,M,5763367.0,2023
46237,1948,M,5763368.0,2018
46238,1948,M,5763369.0,9999
46239,1948,M,5763370.0,2019
46240,1952,F,5763371.0,9999
46241,1952,F,5763372.0,9999
46242,1952,F,5763373.0,9999
46243,1952,F,5763374.0,9999
46244,1982,M,229651.0,9999
46245,1982,M,750598.0,9999
46246,1982,M,1271545.0,9999
46247,1982,M,1792492.0,9999
46248,1959,F,5763379.0,9999
46249,1993,F,229652.0,9999
46250,1995,F,229652.0,9999
46251,1935,M,5763382.0,9999
46252,1924,F,5763383.0,2019
46253,1924,F,5763384.0,2013
46254,1924,F,5763385.0,2012
46255,1924,F,5763386.0,2011
46256,1957,F,5763387.0,9999
46257,1957,F,5763388.0,9999
46262,1924,F,5763393.0,2016
46263,1946,F,5763394.0,2022
46264,1960,M,5763395.0,9999
46265,1936,M,5763396.0,9999
46266,1936,M,5763397.0,9999
46267,1944,F,5763398.0,2022
46268,1944,F,5763399.0,2022
46269,1967,M,229675.0,9999
46270,1967,M,750622.0,9999
46271,1966,M,5763402.0,9999
46272,1957,M,5763403.0,9999
46273,1957,M,5763404.0,9999
46274,1941,F,5763405.0,9999
46275,1981,F,229690.0,9999
46276,1986,M,5763407.0,9999
46277,1986,M,5763408.0,9999
46278,1989,F,5763409.0,9999
46279,1989,F,5763410.0,9999
46280,1963,F,5763411.0,9999
46281,1968,M,5763412.0,9999
46282,1994,M,229694.0,9999
46283,1999,F,229694.0,9999
46284,1957,M,5763415.0,9999
46285,1965,F,5763416.0,9999
46286,2008,F,229700.0,9999
46287,1950,M,5763418.0,2012
46288,1963,F,5763419.0,9999
46289,1985,M,229711.0,9999
46290,1950,F,5763421.0,9999
46291,1945,F,5763422.0,9999
46292,1962,F,5763423.0,9999
46293,1993,M,229733.0,9999
46294,1997,F,229733.0,9999
46295,2000,F,229733.0,9999
46296,1936,F,5763427.0,2018
46297,1938,M,5763428.0,2023
46298,1952,M,5763429.0,9999
46299,1956,F,5763430.0,2013
46300,1935,M,5763431.0,9999
46301,1948,F,5763432.0,9999
46302,1985,F,229746.0,9999
46303,1930,M,5763434.0,2024
46304,1930,M,5763435.0,2010
46305,1931,F,5763436.0,2014
46306,1931,F,5763437.0,2015
46307,1954,F,5763438.0,9999
46308,1944,M,5763439.0,2013
46309,1946,F,5763440.0,9999
46310,1960,M,5763441.0,9999
46311,1962,F,5763442.0,9999
46312,1996,F,229760.0,9999
46313,1943,F,5763444.0,9999
46314,1955,M,5763445.0,9999
46315,1965,F,5763446.0,9999
46316,1965,F,5763447.0,9999
46317,1994,M,229770.0,9999
46318,1994,M,750717.0,9999
46319,1972,F,5763450.0,9999
46320,1972,F,5763451.0,9999
46321,2001,F,229776.0,9999
46322,2001,F,750723.0,9999
46323,1923,M,5763454.0,2021
46324,1950,M,5763455.0,9999
46325,1996,M,229783.0,9999
46326,1979,F,5763457.0,9999
46327,1950,M,5763458.0,9999
46328,1977,F,229792.0,9999
46329,1952,F,5763460.0,9999
46330,1953,M,5763461.0,9999
46331,1977,M,229794.0,9999
46332,1980,M,229794.0,9999
46333,1948,M,5763464.0,9999
46334,1952,F,5763465.0,9999
46335,1981,F,229797.0,9999
46336,1945,M,5763467.0,2012
46337,1955,F,5763468.0,2025
46338,1947,M,5763469.0,9999
46339,1951,F,5763470.0,2021
46340,1940,F,5763471.0,9999
46341,1959,M,5763472.0,9999
46342,1960,F,5763473.0,9999
46343,1958,F,5763474.0,9999
46344,1963,M,5763475.0,9999
46345,1998,F,229808.0,9999
46346,1924,F,5763477.0,2013
46347,1917,F,5763478.0,2011
46348,1917,F,5763479.0,2010
46349,1970,F,5763480.0,9999
46350,1970,F,5763481.0,9999
46351,1971,M,5763482.0,9999
46352,1971,M,5763483.0,9999
46353,2002,M,229835.0,9999
46354,2002,M,750782.0,9999
46355,2006,F,229835.0,9999
46356,2006,F,750782.0,9999
46357,1962,M,5763488.0,9999
46358,1965,F,5763489.0,9999
46359,2001,F,229861.0,9999
46360,1935,M,5763491.0,2021
46361,1967,M,5763492.0,9999
46362,1971,F,5763493.0,9999
46363,1994,F,229877.0,9999
46364,1998,F,229877.0,9999
46365,1971,F,5763496.0,9999
46366,1971,M,5763497.0,9999
46367,2001,M,229879.0,9999
46368,2005,M,229879.0,9999
46369,1942,F,5763500.0,9999
46370,1942,M,5763501.0,9999
46371,1923,M,5763502.0,9999
46372,1924,F,5763503.0,2012
46373,1953,M,5763504.0,9999
46374,1963,F,5763505.0,9999
46375,1995,F,229886.0,9999
46376,1996,M,229886.0,9999
46377,2002,M,229886.0,9999
46378,1943,M,5763509.0,9999
46379,1945,F,5763510.0,9999
46380,1962,F,5763511.0,9999
46381,1962,F,5763512.0,9999
46382,1995,F,229891.0,9999
46383,1995,F,750838.0,9999
46384,1972,M,5763515.0,9999
46385,1980,F,5763516.0,9999
46386,2003,F,229897.0,9999
46387,2005,F,229897.0,9999
46388,2008,F,229897.0,9999
46389,1960,M,5763520.0,2021
46390,1960,M,5763521.0,9999
46391,1981,F,5763522.0,9999
46392,1981,F,5763523.0,9999
46393,1932,M,5763524.0,2017
46394,1936,F,5763525.0,2023
46395,1964,M,5763526.0,9999
46396,1972,F,5763527.0,9999
46397,2008,F,229905.0,9999
46398,2009,F,229905.0,9999
46399,1954,F,5763530.0,9999
46400,1954,F,5763531.0,9999
46401,1944,M,5763532.0,9999
46402,1944,M,5763533.0,9999
46403,1944,F,5763534.0,9999
46404,1944,F,5763535.0,9999
46405,1963,F,5763536.0,9999
46406,1975,M,5763537.0,9999
46407,1945,M,5763538.0,9999
46408,1962,F,5763539.0,9999
46409,1964,M,5763540.0,9999
46410,1988,M,229916.0,9999
46411,1916,F,5763542.0,2013
46412,1916,F,5763543.0,2014
46413,1919,F,5763544.0,2010
46414,1919,F,5763545.0,2014
46415,1925,F,5763546.0,2023
46416,1977,M,5763547.0,9999
46417,1977,F,5763548.0,9999
46418,2006,M,229933.0,9999
46419,2008,M,229933.0,9999
46420,1959,M,5763551.0,9999
46421,1961,F,5763552.0,9999
46422,1986,F,229948.0,9999
46423,1993,F,229948.0,9999
46424,1979,M,5763555.0,9999
46425,1979,M,5763556.0,9999
46426,1984,F,5763557.0,9999
46427,1984,F,5763558.0,9999
46428,1957,M,5763559.0,9999
46429,1963,F,5763560.0,9999
46430,1998,M,229957.0,9999
46431,2000,F,229957.0,9999
46432,1927,F,5763563.0,2019
46433,1927,F,5763564.0,2018
46434,1955,M,5763565.0,9999
46435,1959,F,5763566.0,9999
46436,1992,M,229960.0,9999
46437,1925,M,5763568.0,2014
46438,1935,F,5763569.0,2025
46439,1960,F,229961.0,9999
46440,1956,M,5763571.0,9999
46441,1956,F,5763572.0,9999
46442,1932,M,5763573.0,9999
46443,1967,M,229966.0,9999
46444,1978,M,5763575.0,9999
46445,1980,F,5763576.0,9999
46446,2009,M,229971.0,9999
46447,1974,M,5763578.0,9999
46448,1976,F,5763579.0,9999
46449,2010,M,300001.0,9999
46450,1945,F,5763581.0,9999
46451,1946,M,5763582.0,9999
46452,1961,M,5763583.0,9999
46453,1966,F,5763584.0,9999
46454,2005,F,300006.0,9999
46455,1945,M,5763586.0,2025
46456,1946,M,5763587.0,9999
46457,1982,F,5763588.0,9999
46458,1982,F,5763589.0,9999
46459,1982,F,5763590.0,9999
46460,1985,M,5763591.0,9999
46461,1985,M,5763592.0,9999
46462,1985,M,5763593.0,9999
46463,1963,F,5763594.0,9999
46464,1984,M,300015.0,9999
46465,2002,M,300015.0,9999
46466,1983,M,5763597.0,9999
46467,1983,M,5763598.0,9999
46468,1983,M,5763599.0,9999
46469,1985,F,5763600.0,9999
46470,1985,F,5763601.0,9999
46471,1985,F,5763602.0,9999
46472,1974,M,5763603.0,9999
46473,1974,M,5763604.0,9999
46474,1974,M,5763605.0,9999
46475,1974,F,5763606.0,2018
46476,1974,F,5763607.0,9999
46477,1974,F,5763608.0,9999
46478,1931,M,5763609.0,2022
46479,1934,F,5763610.0,2022
46480,1947,M,5763611.0,2021
46481,1948,F,5763612.0,2010
46482,1965,F,5763613.0,9999
46483,1980,M,5763614.0,9999
46484,2009,M,300032.0,9999
46485,1961,F,5763616.0,2020
46486,2003,M,300039.0,9999
46487,1975,F,5763618.0,9999
46488,1975,M,5763619.0,9999
46489,2009,M,300049.0,9999
46490,1945,M,5763621.0,9999
46491,1972,M,5763622.0,9999
46492,1972,M,5763623.0,9999
46493,1972,M,5763624.0,9999
46494,1978,F,5763625.0,9999
46495,1978,F,5763626.0,2025
46496,1978,F,5763627.0,9999
46497,2006,M,300054.0,9999
46498,2006,M,821001.0,9999
46499,2006,M,1341948.0,9999
46500,1945,F,5763631.0,9999
46501,1971,M,5763632.0,9999
46502,1971,M,5763633.0,9999
46503,1971,M,5763634.0,9999
46504,1976,F,5763635.0,9999
46505,1976,F,5763636.0,9999
46506,1976,F,5763637.0,9999
46507,1997,F,300059.0,9999
46508,1997,F,821006.0,9999
46509,1997,F,1341953.0,9999
46510,1998,M,300059.0,9999
46511,1998,M,821006.0,9999
46512,1998,M,1341953.0,9999
46513,2005,F,300059.0,9999
46514,2005,F,821006.0,9999
46515,2005,F,1341953.0,9999
46516,1959,M,5763647.0,9999
46517,1962,F,5763648.0,9999
46518,1998,F,300062.0,9999
46519,1922,F,5763650.0,2025
46520,1962,M,5763651.0,9999
46521,1962,M,5763652.0,9999
46522,1962,M,5763653.0,9999
46523,1967,F,5763654.0,9999
46524,1967,F,5763655.0,9999
46525,1967,F,5763656.0,9999
46526,1994,F,300068.0,9999
46527,1994,F,821015.0,9999
46528,1994,F,1341962.0,9999
46529,1996,F,300068.0,9999
46530,1996,F,821015.0,9999
46531,1996,F,1341962.0,9999
46532,1970,M,5763663.0,9999
46533,1970,M,5763664.0,9999
46534,1970,M,5763665.0,9999
46535,1979,F,5763666.0,9999
46536,1979,F,5763667.0,9999
46537,1979,F,5763668.0,9999
46538,2004,M,300069.0,9999
46539,2004,M,821016.0,9999
46540,2004,M,1341963.0,9999
46541,2006,F,300069.0,9999
46542,2006,F,821016.0,9999
46543,2006,F,1341963.0,9999
46544,1960,M,5763675.0,9999
46545,1963,F,5763676.0,9999
46546,1989,F,300072.0,9999
46547,1993,M,300072.0,9999
46548,1976,M,5763679.0,9999
46549,1981,F,5763680.0,9999
46550,1957,F,5763681.0,9999
46551,1939,M,5763682.0,2024
46552,1959,F,5763683.0,9999
46553,1993,M,300080.0,9999
46554,1993,M,300080.0,9999
46555,1956,M,5763686.0,9999
46556,1956,M,5763687.0,9999
46557,1959,F,5763688.0,9999
46558,1959,F,5763689.0,9999
46559,1987,M,300084.0,9999
46560,1987,M,821031.0,9999
46561,1989,M,300084.0,9999
46562,1989,M,821031.0,9999
46563,1991,F,300084.0,9999
46564,1991,F,821031.0,9999
46565,1967,M,5763696.0,9999
46566,1977,F,5763697.0,9999
46567,2002,F,300088.0,9999
46568,2006,F,300088.0,9999
46569,2010,F,300088.0,9999
46570,1929,M,5763701.0,2011
46571,1932,F,5763702.0,9999
46572,1953,M,5763703.0,9999
46573,1940,M,5763704.0,9999
46574,1941,F,5763705.0,9999
46575,1954,M,5763706.0,9999
46576,1958,F,5763707.0,9999
46577,1944,F,5763708.0,2022
46578,1959,F,5763709.0,9999
46579,1959,F,5763710.0,9999
46580,1959,F,5763711.0,9999
46581,1959,F,5763712.0,9999
46582,1960,M,5763713.0,9999
46583,1960,M,5763714.0,9999
46584,1960,M,5763715.0,9999
46585,1960,M,5763716.0,9999
46586,1947,F,5763717.0,9999
46587,1954,F,5763718.0,9999
46588,1954,F,5763719.0,9999
46589,1960,M,5763720.0,9999
46590,1960,M,5763721.0,9999
46591,1949,M,5763722.0,9999
46592,1934,M,5763723.0,2021
46593,1939,F,5763724.0,2021
46594,1961,F,5763725.0,9999
46595,1981,M,5763726.0,9999
46596,1986,F,5763727.0,9999
46597,2009,F,300127.0,9999
46598,1978,M,5763729.0,9999
46599,1978,M,5763730.0,9999
46600,1984,M,5763731.0,9999
46601,1984,M,5763732.0,9999
46602,1970,M,5763733.0,9999
46603,1970,M,5763734.0,9999
46604,1974,F,5763735.0,9999
46605,1974,F,5763736.0,9999
46606,2004,M,300137.0,9999
46607,2004,M,821084.0,9999
46608,2007,F,300137.0,9999
46609,2007,F,821084.0,9999
46610,2010,M,300137.0,9999
46611,2010,M,821084.0,9999
46612,1967,F,5763743.0,9999
46613,1993,M,300144.0,9999
46614,1957,M,5763745.0,9999
46615,1957,F,5763746.0,9999
46616,1989,M,300146.0,9999
46617,1992,F,300146.0,9999
46618,1939,M,5763749.0,9999
46619,1958,M,5763750.0,9999
46620,1963,M,5763751.0,9999
46621,1944,M,5763752.0,9999
46622,1944,M,5763753.0,9999
46623,1946,F,5763754.0,2025
46624,1946,F,5763755.0,9999
46625,1972,M,300155.0,9999
46626,1972,M,821102.0,9999
46627,1942,M,5763758.0,9999
46628,1990,F,300159.0,9999
46629,1927,M,5763760.0,2013
46630,1929,F,5763761.0,2024
46631,1948,F,5763762.0,9999
46632,1972,M,5763763.0,9999
46633,1977,F,5763764.0,9999
46634,2000,F,300171.0,9999
46635,2003,M,300171.0,9999
46636,1930,M,5763767.0,2014
46637,1930,F,5763768.0,9999
46638,1926,F,5763769.0,2011
46639,1926,F,5763770.0,2016
46640,1948,M,5763771.0,9999
46641,1950,F,5763772.0,9999
46642,1987,M,300176.0,9999
46643,1989,F,300176.0,9999
46644,1991,F,300176.0,9999
46645,1970,M,5763776.0,9999
46646,1973,F,5763777.0,9999
46647,2009,F,300181.0,9999
46648,1960,M,5763779.0,9999
46649,1960,M,5763780.0,9999
46650,1973,F,5763781.0,9999
46651,1973,F,5763782.0,9999
46652,1997,F,300183.0,9999
46653,1997,F,821130.0,9999
46654,2006,M,300183.0,9999
46655,2006,M,821130.0,9999
46656,1965,M,5763787.0,9999
46657,1965,M,5763788.0,9999
46658,1965,M,5763789.0,9999
46659,1966,F,5763790.0,9999
46660,1966,F,5763791.0,9999
46661,1966,F,5763792.0,9999
46662,1996,F,300190.0,9999
46663,1996,F,821137.0,9999
46664,1996,F,1342084.0,9999
46665,1971,M,5763796.0,9999
46666,1971,M,5763797.0,9999
46667,1973,F,5763798.0,9999
