household_id,hh_start,hh_end,end_cause
100002,2010,2022,new couple
620949,2010,9999,
100004,2010,9999,
100005,2010,9999,
620952,2010,9999,
100008,2010,2014,divorce
100012,2010,2014,death last member
620959,2010,2012,death last member
100014,2010,2016,death last member
100016,2010,2016,couple split
620963,2010,9999,
1141910,2010,2015,new couple
1662857,2010,2025,couple split
100019,2010,2013,couple split
620966,2010,9999,
100026,2010,9999,
620973,2010,9999,
100029,2010,2021,couple split
100037,2010,9999,
100039,2010,2013,new couple
620986,2010,2018,new couple
100042,2010,2022,new couple
100044,2010,9999,
100046,2010,9999,
100047,2010,9999,
100049,2010,9999,
100050,2010,9999,
620997,2010,9999,
100055,2010,9999,
100056,2010,9999,
621003,2010,9999,
100058,2010,9999,
621005,2010,2019,divorce
100061,2010,9999,
100063,2010,9999,
100065,2010,9999,
100068,2010,2023,couple split
100071,2010,2012,death last member
100074,2010,2011,new couple
100078,2010,9999,
621025,2010,9999,
100084,2010,9999,
100087,2010,2023,death last member
100098,2010,9999,
621045,2010,9999,
100099,2010,2019,couple split
100103,2010,9999,
100108,2010,9999,
100109,2010,2019,divorce
100120,2010,9999,
621067,2010,9999,
100122,2010,2012,new couple
100128,2010,2012,new couple
621075,2010,2012,new couple
100137,2010,2023,death last member
100139,2010,9999,
100141,2010,9999,
621088,2010,9999,
1142035,2010,9999,
100154,2010,2012,couple split
100159,2010,9999,
100160,2010,9999,
621107,2010,9999,
1142054,2010,9999,
100161,2010,9999,
100168,2010,2012,new couple
621115,2010,9999,
100172,2010,9999,
100174,2010,9999,
621121,2010,9999,
100175,2010,9999,
100180,2010,9999,
621127,2010,9999,
100185,2010,9999,
100194,2010,9999,
100202,2010,9999,
100203,2010,9999,
621150,2010,9999,
1142097,2010,2018,couple split
100207,2010,2013,new couple
100208,2010,9999,
621155,2010,9999,
1142102,2010,9999,
100209,2010,2011,new couple
100210,2010,9999,
100216,2010,9999,
100217,2010,2013,new couple
100219,2010,2019,death last member
621166,2010,9999,
100221,2010,9999,
100229,2010,9999,
100236,2010,9999,
100240,2010,9999,
621187,2010,9999,
1142134,2010,9999,
100246,2010,2012,new couple
621193,2010,2013,new couple
1142140,2010,2017,new couple
100253,2010,9999,
621200,2010,9999,
1142147,2010,9999,
100258,2010,9999,
100264,2010,2017,death last member
100267,2010,9999,
100269,2010,9999,
100272,2010,9999,
621219,2010,9999,
1142166,2010,9999,
100273,2010,9999,
100279,2010,9999,
621226,2010,9999,
1142173,2010,2018,couple split
100282,2010,2020,couple split
621229,2010,2012,couple split
1142176,2010,9999,
1663123,2010,2024,couple split
100289,2010,2024,divorce
100290,2010,9999,
100291,2010,2024,death last member
100293,2010,2015,new couple
100296,2010,2013,couple split
621243,2010,9999,
100298,2010,2011,death last member
100301,2010,9999,
100308,2010,2015,new couple
100313,2010,2013,new couple
621260,2010,9999,
100323,2010,9999,
100330,2010,9999,
621277,2010,9999,
100335,2010,2013,new couple
621282,2010,2014,new couple
100368,2010,9999,
100370,2010,9999,
621317,2010,2018,new couple
100373,2010,9999,
100378,2010,9999,
621325,2010,9999,
100381,2010,9999,
100386,2010,9999,
100400,2010,2015,death last member
100410,2010,9999,
621357,2010,2014,couple split
100412,2010,9999,
100413,2010,9999,
621360,2010,9999,
100422,2010,9999,
100423,2010,9999,
100426,2010,9999,
100430,2010,9999,
621377,2010,9999,
1142324,2010,9999,
100433,2010,2025,death last member
621380,2010,2025,death last member
1142327,2010,2024,death last member
1663274,2010,9999,
100439,2010,2015,new couple
621386,2010,2019,new couple
1142333,2010,9999,
100442,2010,2022,couple split
621389,2010,9999,
1142336,2010,9999,
100444,2010,9999,
621391,2010,2025,death last member
1142338,2010,9999,
100446,2010,2018,couple split
100452,2010,2011,couple split
621399,2010,2016,couple split
1142346,2010,9999,
1663293,2010,9999,
100453,2010,2021,couple split
621400,2010,9999,
100454,2010,9999,
100463,2010,9999,
621410,2010,9999,
100464,2010,9999,
100465,2010,9999,
100467,2010,9999,
621414,2010,9999,
1142361,2010,9999,
100481,2010,9999,
100488,2010,9999,
621435,2010,9999,
100495,2010,2013,death last member
621442,2010,2018,death last member
100499,2010,2012,new couple
100503,2010,2016,death last member
100504,2010,9999,
621451,2010,9999,
100510,2010,9999,
621457,2010,9999,
1142404,2010,9999,
100514,2010,9999,
100519,2010,2013,death last member
621466,2010,2015,death last member
1142413,2010,2013,death last member
100520,2010,9999,
100521,2010,9999,
621468,2010,9999,
100529,2010,9999,
621476,2010,9999,
1142423,2010,9999,
1663370,2010,2011,couple split
100532,2010,2024,death last member
100534,2010,9999,
100537,2010,9999,
621484,2010,2018,death last member
100540,2010,2022,couple split
621487,2010,9999,
100546,2010,2025,new couple
100548,2010,9999,
100549,2010,9999,
100558,2010,9999,
100564,2010,2023,new couple
621511,2010,9999,
100565,2010,9999,
100569,2010,9999,
100581,2010,9999,
100587,2010,9999,
621534,2010,9999,
100589,2010,9999,
621536,2010,9999,
1142483,2010,9999,
100597,2010,9999,
100609,2010,9999,
621556,2010,9999,
100616,2010,9999,
621563,2010,9999,
1142510,2010,9999,
100621,2010,2011,new couple
621568,2010,2014,new couple
100623,2010,9999,
621570,2010,9999,
100630,2010,9999,
100632,2010,9999,
100637,2010,9999,
621584,2010,9999,
100639,2010,2014,new couple
100642,2010,9999,
621589,2010,2011,couple split
1142536,2010,2011,couple split
100646,2010,9999,
621593,2010,2011,new couple
1142540,2010,9999,
100654,2010,2011,new couple
621601,2010,9999,
1142548,2010,9999,
1663495,2010,2011,new couple
100664,2010,9999,
621611,2010,9999,
100669,2010,9999,
621616,2010,2015,new couple
100676,2010,2013,new couple
621623,2010,2017,new couple
100681,2010,2020,new couple
621628,2010,2020,death last member
100683,2010,2025,death last member
100690,2010,9999,
100694,2010,2012,new couple
100695,2010,9999,
100699,2010,2021,new couple
621646,2010,2021,death last member
100715,2010,9999,
100718,2010,2023,new couple
100719,2010,2016,death last member
100722,2010,9999,
100723,2010,9999,
621670,2010,2013,new couple
1142617,2010,2014,new couple
100726,2010,2012,new couple
621673,2010,9999,
100732,2010,2019,death last member
100735,2010,2021,couple split
100739,2010,2023,death last member
100758,2010,2024,death last member
621705,2010,2017,death last member
1142652,2010,2017,death last member
100764,2010,9999,
621711,2010,2011,divorce
100771,2010,2012,death last member
100772,2010,9999,
100773,2010,9999,
621720,2010,2022,divorce
100780,2010,2013,death last member
621727,2010,2016,death last member
100792,2010,9999,
100794,2010,9999,
100795,2010,2011,death last member
100796,2010,2022,death last member
100807,2010,9999,
100815,2010,9999,
100816,2010,9999,
100820,2010,9999,
621767,2010,9999,
100822,2010,9999,
621769,2010,9999,
100824,2010,2023,divorce
100826,2010,2011,new couple
621773,2010,9999,
100827,2010,9999,
621774,2010,9999,
1142721,2010,9999,
1663668,2010,9999,
100829,2010,9999,
621776,2010,2022,death last member
100830,2010,2012,new couple
100835,2010,2018,new couple
621782,2010,2017,new couple
1142729,2010,2020,new couple
100842,2010,9999,
100843,2010,2016,death last member
100845,2010,2021,new couple
100848,2010,9999,
100851,2010,9999,
621798,2010,9999,
100859,2010,9999,
100861,2010,9999,
621808,2010,9999,
1142755,2010,2021,new couple
100872,2010,2011,divorce
621819,2010,9999,
100873,2010,2013,new couple
100876,2010,2022,couple split
621823,2010,9999,
1142770,2010,9999,
